ID	RNA_LD03	RNA_LD03	RNA_LD03	RNA_LD06	RNA_LD06	RNA_LD06	RNA_LD09	RNA_LD09	RNA_LD09	RNA_LD12	RNA_LD12	RNA_LD12	RNA_LD15	RNA_LD15	RNA_LD15	RNA_LD18	RNA_LD18	RNA_LD18	RNA_LD21	RNA_LD21	RNA_LD21	RNA_LD24	RNA_LD24	RNA_LD24	RNA_mean.level	RNA_max.level	RNA_rhythm.pvalue_original	RNA_rhythm.pvalue_Brown	RNA_rhythm.pvalue
Ot11g03350	7.438164976	7.79019702	7.465306096	7.644368885	8.113847709	8.055368261	8.421537652	8.973146401	9.340049928	7.696149174	7.593817799	7.906249267	7.332188669	7.720051883	7.757818924	7.070021105	7.35323975	7.570817676	7.242245936	7.057848684	7.102801777	7.284945952	7.372720397	7.348771449	7.69381980708333	9.340049928	6.10920167074328e-07	6.10920167074328e-07	6.10920167074328e-07
Ot01g02060	7.829214849	8.219808133	8.174152969	8.310565254	8.884371837	8.962881682	8.916046318	9.140651331	9.648179305	8.245084717	8.590282788	9.241133919	7.500146159	7.487314545	7.648600431	7.413460781	7.675187174	7.7098675945	7.663347343	7.999754379	8.161221646	7.847104769	7.864142422	8.033619359	8.21525582102083	9.648179305	5.5544420869116e-07	5.5544420869116e-07	5.5544420869116e-07
Ot01g06080	8.062747657	8.807146662	8.889532867	8.936281102	9.37647916	9.299207574	8.377834631	9.025310054	9.600239392	6.307347407	6.746683655	7.047103933	6.292366104	6.18346513	6.3245601365	6.278822714	6.234977038	6.3998121315	6.811176803	7.05514709	6.608931463	7.726892602	8.233069809	8.324296655	7.62289299041667	9.600239392	1.09376588981628e-06	1.09376588981628e-06	1.09376588981628e-06
Ot15g00310	7.115302955	7.48438419	7.526145641	7.444218226	7.455472107	7.432337334	7.823538602	7.788131454	7.810404519	7.67249909	8.568398183	8.684523262	7.066078396	7.252265482	7.214644351	6.941012705	7.045089477	6.934696655	7.441249499	7.983953826	8.011191094	7.009719302	7.60623219	7.611287042	7.53844898258333	8.684523262	0.376034928282936	0.376034928282936	0.376034928282936
Ot01g02420	7.742580422	8.165450146	8.184069015	8.153720115	8.197626122	8.248708179	8.147228456	8.151257774	8.661895634	7.244371871	7.417656041	7.732279708	6.681441073	6.858847084	6.812643345	7.592771095	7.468520265	7.367216672	7.604549355	7.674608284	7.930364541	7.491642583	7.726414859	7.898110848	7.71474889529167	8.661895634	4.0463396393865e-06	4.0463396393865e-06	4.0463396393865e-06
Ot02g00020	7.723689991	7.684400885	7.632743056	8.053495117	8.254848067	8.217654289	8.912507694	8.402405833	8.857283359	8.335257925	8.39151683	8.582746002	7.51977799	7.567889437	7.477590615	6.432497551	6.598538258	6.8022628465	6.173686819	5.716791052	5.2841038	6.6423598	6.517685259	6.557811093	7.43081431535417	8.912507694	6.3454622392084e-07	6.3454622392084e-07	6.3454622392084e-07
Ot12g02520	6.618798874	5.75412981	5.854936446	4.582249037	3.446868138	3.088307195	3.928477477	3.229438776	2.930680809	6.534849856	6.116175881	6.163981877	8.07142856	8.143405202	8.124966629	8.439791631	8.685220374	8.549605552	8.271494189	8.353128214	NA	7.881164104	7.859566154	7.990046912	6.46168311726087	8.685220374	0.00525308986576415	0.00525308986576415	0.00525308986576415
Ot15g00210	7.10936342	7.5281420625	7.658926125	7.023285045	7.64492312	8.190270669	7.129558468	7.450976801	8.472941401	7.775430902	7.30835676	8.00812062	7.807744078	7.813140964	7.6035576835	7.856891692	7.211213209	7.4180819105	7.720000412	7.377015604	8.972493682	7.525946015	7.517262194	7.6087064535	7.65551455379167	8.972493682	0.713093775788986	0.713093775788986	0.713093775788986
Ot16g01890	8.246429565	9.028808819	9.004166473	7.142211495	8.185620765	8.168297743	6.491003103	7.212604548	7.249619868	5.446577581	5.509090943	5.589037594	2.618404828	2.562754008	2.57091075	2.719896751	3.217089317	2.848540818	6.823063697	6.897474083	6.812047727	8.103766694	8.661179365	8.595407601	6.237666839	9.028808819	0.0298623957874811	0.0298623957874811	0.0298623957874811
Ot12g02680	8.19524417	8.594668286	8.615575551	8.462182238	8.796186664	8.966827135	7.605865623	7.854141427	8.070654136	6.142285549	6.883127311	6.84169923	5.291913135	4.525601336	4.692298636	5.379876299	4.532776982	4.765590866	7.284953633	7.090778152	6.72867067	8.020674847	7.938654185	7.941258201	7.05089601091667	8.966827135	7.9433153264322e-07	7.9433153264322e-07	7.9433153264322e-07
Ot14g01000	6.306229068	5.689153487	5.691074207	7.317500664	6.27322481	6.430903913	8.2664722	7.98131902	8.179241582	7.944186703	8.606511761	8.971157561	7.344818654	7.27505947	7.144111196	6.934861571	6.850315542	6.827737959	7.010104917	6.848443996	7.038697434	5.957259204	5.765153616	5.739725827	7.01638601508333	8.971157561	0.0033259540453192	0.0033259540453192	0.0033259540453192
Ot13g01920	7.387777461	7.003030475	7.254995155	5.770815795	4.940468299	5.0516079	3.758541668	3.698793782	3.430544781	5.694737405	4.957876695	4.880260426	7.752840571	7.743044923	7.948454897	8.119637298	8.300730057	8.1381294545	8.178774161	8.25613831	NA	8.234533749	8.045967571	7.989247752	6.63204124284783	8.300730057	0.00385911919158689	0.00385911919158689	0.00385911919158689
Ot12g01770	7.478011973	7.829874957	7.953611556	8.154523935	7.95021751	8.127463254	7.347607062	7.710601882	7.712327981	6.925929016	7.331249341	7.581551572	7.001894017	7.132728066	7.25834932	6.926881638	7.045452799	7.198562157	7.48220464	7.717946962	7.569235844	7.640491188	7.742830849	7.799162274	7.52577957470833	8.154523935	6.07950706199377e-07	6.07950706199377e-07	6.07950706199377e-07
Ot12g02760	7.711504414	8.206479923	8.044508907	8.504358208	8.620358579	8.919889607	8.353181524	8.717882752	9.19950986	7.424598028	7.976882794	8.558351126	6.943728245	7.040186113	7.020187686	7.081549832	6.996151486	7.052921435	7.509875143	7.556945605	7.632980995	7.771489053	7.861303392	7.877493994	7.85759661254167	9.19950986	0.00217216640303479	0.00217216640303479	0.00217216640303479
Ot14g01060	8.238600786	8.40800017	8.548321239	8.149179131	8.06134532	8.193023481	6.687054345	6.406109645	6.377692575	6.122030904	5.82146241	6.095249938	3.702905086	3.357211933	3.172111723	4.728144362	4.743650002	4.71874685	7.49251919	7.801100187	7.856335402	8.166311218	8.199544444	8.335693011	6.640930973	8.548321239	8.5285192096542e-07	8.5285192096542e-07	8.5285192096542e-07
Ot13g01600	7.531480029	6.876663502	6.7687918025	7.93481087	NA	7.568192689	7.093971101	6.930438833	NA	NA	NA	8.028989613	7.26801088	7.279878486	7.1383190505	6.277196117	5.776915602	NA	4.846029836	3.991160153	3.583416143	6.890432817	6.3348241245	6.379188357	6.5525636845	8.028989613	0.0165971456918186	0.0165971456918186	0.0165971456918186
Ot12g01820	7.736616924	8.277811096	8.464860465	7.949435617	7.918588072	8.241609711	7.487202032	7.296227303	7.5464044	7.427737586	6.921210347	7.202911871	7.757288136	7.84694434	7.936937237	7.599248918	7.705737017	7.6414818025	8.080735572	8.746155717	8.807672234	8.10894381	8.385919338	8.577146537	7.90270108677083	8.807672234	7.22711123713169e-07	7.22711123713169e-07	7.22711123713169e-07
Ot12g02930	8.038124069	8.070114293	8.128296537	7.658562416	7.67011501	7.762080942	7.197519854	7.037288157	7.019892537	7.75715035	7.358744045	7.634188769	7.425259348	7.468312458	7.409382138	7.656018275	7.655330641	7.393291236	8.069643291	8.285019289	8.294163163	8.11459635	8.053028463	8.046012817	7.716755602	8.294163163	7.22716002823058e-07	4.82268847632971e-09	4.82268847632971e-09
Ot13g03050	7.264765489	7.546157723	7.631794666	7.266209699	7.748342337	7.793116098	7.608358645	7.919215128	7.9804122655	6.58889989	7.48077098	7.732272239	4.820570637	3.916542546	3.994868395	3.917403693	3.798194049	4.1483352445	5.813470731	5.688720917	5.604022453	7.026764496	6.966670099	6.973315385	6.384549741875	7.9804122655	0.00183892131576906	0.00183892131576906	0.00183892131576906
Ot13g01580	7.759977292	8.263789231	8.377794561	6.879815781	7.181034248	7.265377593	6.131817173	5.896274083	5.80874133	7.650039299	6.999779115	6.98675722	7.887485754	7.944733464	8.038670685	7.632764993	7.912442391	7.972128824	7.64126344	7.330735109	7.203653817	7.925193891	8.144988914	8.204974676	7.4600097035	8.377794561	0.000304031380199009	0.000304031380199009	0.000304031380199009
Ot12g01940	6.694150983	7.051235737	6.813965272	6.898664794	7.338066624	7.323170816	6.804412032	7.0446269	7.20631407	6.425657452	6.300927078	6.820954827	8.148624553	8.496725773	8.373669363	8.50981238	9.084129434	9.2712126675	7.998596465	8.180069741	8.531866631	6.841494872	7.113027356	6.878658112	7.50625141385417	9.2712126675	6.57206976788674e-07	6.57206976788674e-07	6.57206976788674e-07
Ot12g02950	7.495755193	7.361224012	7.381334592	7.719206383	7.878608391	7.822096581	7.980218744	8.239593517	8.1525629495	7.244936223	7.471759638	7.474650897	6.13166326	5.693393628	5.864196739	5.524677008	5.055795023	5.207879414	6.180563618	5.380524162	5.302602226	7.042528075	6.534465446	6.530181115	6.77793403477083	8.239593517	9.38899930268931e-07	9.38899930268931e-07	9.38899930268931e-07
Ot13g02990	7.376151674	7.70352424	7.702502126	7.705925784	8.654544821	8.442675994	8.297312766	8.486596452	9.072861517	7.953133534	7.628849842	8.199029012	7.572266697	7.628176623	7.354995134	7.602562527	7.532551877	7.466868974	7.598201296	7.625992993	7.866848828	7.447272036	7.479651834	7.559032487	7.83156371116667	9.072861517	0.0133301284822152	1.3513453325241e-06	1.3513453325241e-06
Ot13g01500	7.774037881	7.73029925	7.805286192	8.100465937	7.805987457	7.808254197	6.794139497	7.398856896	7.262920782	7.166358438	7.451727547	7.616219245	6.89856992	7.183306141	7.242414504	6.863598131	7.082648261	7.162777814	7.038865341	7.236563875	7.201972796	7.31130212	7.376103188	7.428677459	7.36422303620833	8.100465937	6.99562169399866e-07	6.99562169399866e-07	6.99562169399866e-07
Ot12g02000	7.742063844	7.794168661	8.240460774	7.83319556	8.322916158	8.520177516	8.394070663	8.179484034	9.025281139	8.225812022	7.818977098	8.192445328	7.913146644	8.022897342	7.532829965	8.094083338	7.728497603	7.62107554	8.088504557	7.890946115	7.888396256	7.878587466	7.55767776	7.995899324	8.02089977945833	9.025281139	0.0130787128575074	2.79407272169396e-06	2.79407272169396e-06
Ot12g03070	7.215816393	7.618110645	7.660585975	7.235071507	7.452179717	7.374906767	7.632130347	7.749402897	7.823640528	7.389472519	7.478195221	8.020301272	8.080313441	8.132162092	7.6580903505	7.987215171	8.448226798	7.8086383215	7.895927124	7.81695528	8.969293604	7.922591553	7.817498165	8.386741759	7.815561143625	8.969293604	0.00077961564961141	3.6011389012562e-05	3.6011389012562e-05
Ot13g03100	6.969324368	7.343597139	7.0395774445	7.142172366	7.442413358	7.165115938	7.123523142	7.927219781	8.299328684	7.527935463	7.726066568	8.568151605	7.793945297	7.697858092	7.21390928	7.780152188	7.493724029	7.1696089015	7.67235597	7.531368492	8.49525986	7.894345877	7.581047758	7.664796717	7.59428326325	8.568151605	0.381040924130416	0.119903516258417	0.119903516258417
Ot13g01360	6.759758927	7.001779493	6.86349715	6.018134365	5.951731764	5.678621554	5.264192246	5.925979909	5.435425322	7.164331153	6.481465456	6.138214038	7.990831204	8.110948577	7.830297481	8.427633048	8.307956772	8.09128857	8.344730666	8.536667898	8.775485108	7.65471696	7.666081453	7.729347213	7.17287984695833	8.775485108	0.00301064367913462	0.00301064367913462	0.00301064367913462
Ot01g04450	7.138047226	7.394859025	7.299889523	6.701234759	6.790281213	6.870427041	7.513962554	7.728918857	7.989435954	6.882648263	7.418996731	7.613846616	7.059269199	7.068127155	7.047763278	7.323437107	7.176261495	7.129142897	7.422247421	7.739835252	7.738114025	7.370870279	7.440822794	7.450816174	7.30455228491667	7.989435954	0.666065068028819	0.666065068028819	0.666065068028819
Ot11g03410	8.047531048	8.601112484	8.530060455	8.533103756	9.172388022	9.027255715	9.210900159	9.318772067	9.856674426	8.213968093	8.164338095	8.123699602	7.508542004	7.436183309	7.282979022	7.505452186	7.512613883	7.1332096735	7.339370586	7.229475283	7.066455828	7.62970771	7.823894774	7.862844826	8.08877220860417	9.856674426	0.00333201863074164	0.00333201863074164	0.00333201863074164
Ot01g00780	6.724850899	6.334424987	6.289386939	7.828535046	7.829275391	7.976397524	8.211572768	8.260858329	8.363993625	8.563483632	8.494265277	8.8151493445	7.523105624	7.200043528	7.280091149	6.631231187	6.319062329	6.617759202	5.382727113	4.156624956	4.093413035	4.53985885	4.303115343	3.859700485	6.73328860677083	8.8151493445	6.7980225827244e-07	6.7980225827244e-07	6.7980225827244e-07
Ot08g03720	6.000267032	6.542940362	6.458914455	6.578634403	6.839377447	6.985215445	7.876623277	7.973206574	8.334840291	7.601193962	8.271728634	8.752624816	6.857118939	6.661217724	6.60886368	6.481731264	6.414832598	6.184101186	6.959099077	6.752230581	6.772548424	6.990719418	6.746818335	7.034280675	7.02829702495833	8.752624816	0.017645769323597	0.017645769323597	0.017645769323597
Ot09g00330	8.047303018	8.400320784	8.565799155	7.839809261	8.425604541	8.507724189	8.346602892	8.077237717	8.288904654	7.814999081	7.655764395	7.82346038	6.02377889	5.86459782	5.759779854	4.806867975	5.367245949	5.4885063885	6.170402509	6.129803617	5.955449839	7.516929892	7.860717463	7.83131527	7.19037189722917	8.565799155	0.00333253982436947	0.00333253982436947	0.00333253982436947
Ot08g01680	8.015802663	8.346320915	8.506973801	8.010406513	8.934150008	9.138785318	7.609784491	8.299329493	8.406072693	6.411717763	6.640152544	6.920789847	5.341307329	5.176936985	5.143442409	5.446262415	4.862478472	5.1769316175	6.2207866	5.821335824	5.335498326	7.422665149	7.626034977	7.581323213	6.93313705689583	9.138785318	8.12446831600703e-07	8.12446831600703e-07	8.12446831600703e-07
Ot08g02600	7.648279265	7.588709081	7.52691349	7.93398917	7.945755919	8.006407903	8.089243096	8.022820876	8.101694357	7.536425895	7.82706926	7.922488695	5.785858109	4.966045967	5.21723397	4.993062295	4.477995227	4.747166545	6.13354792	6.021095334	5.766286141	7.300226914	7.326029227	7.318324221	6.841777869875	8.101694357	0.0713181742828688	0.0713181742828688	0.0713181742828688
Ot08g03970	6.665590497	6.817876811	7.006936	6.295436626	6.33287403	6.428654976	8.018096953	7.89754765	NA	7.600758496	7.586235854	7.854328367	6.692054139	6.554083488	6.664951485	5.993933383	6.433988084	6.298255719	6.915711755	6.996390659	7.196431663	7.370688936	7.384407254	7.444283985	6.97606594826087	8.018096953	0.475793611479201	8.76864491980336e-06	8.76864491980336e-06
Ot09g00490	7.256505868	7.824048077	7.855872885	7.60827267	7.9349353425	7.851894503	8.231873745	8.413067297	8.530278783	8.040998016	8.103594293	8.023429907	5.406052443	5.240956784	5.338609812	3.667879365	4.087744668	4.376404432	4.963142217	5.183666606	4.659985233	6.854759263	7.253956573	7.155388373	6.66097154814583	8.530278783	0.00334173022322888	0.00334173022322888	0.00334173022322888
Ot08g02660	7.375418596	7.721808236	7.737711889	7.484422134	7.882499044	8.169661542	7.802503786	8.131344799	8.294158714	7.482927376	7.588793639	7.951729262	6.950841116	6.813110909	6.862068924	6.713648164	6.661877338	6.8101162995	6.799943627	6.746166397	6.697718906	7.221415825	7.393057586	7.503278222	7.36650926377083	8.294158714	9.65081667060407e-07	9.65081667060407e-07	9.65081667060407e-07
Ot08g03750	7.948110321	7.559567319	7.559574057	7.800083393	7.408635493	7.372406829	7.447378843	7.157151717	7.21304307	6.788248159	6.422071518	6.45733666	6.714274921	6.528248815	6.404414816	6.647112205	6.618493082	6.424761438	6.953297782	6.699995621	6.7299188235	7.481376276	7.517216399	7.477611882	7.0554303933125	7.948110321	7.86741168685195e-07	7.86741168685195e-07	7.86741168685195e-07
Ot09g00540	7.7975116	7.961464591	8.057940219	7.580069819	7.458175659	7.693295002	7.820759267	7.760901026	8.076614005	7.780878991	7.919536902	8.372000291	7.693700478	7.835410415	7.709032928	7.550459789	7.869352523	7.799080884	7.734596661	7.875388311	7.884490594	7.783011443	7.932006065	7.931719489	7.828224873	8.372000291	0.777642945134281	0.913342176130224	0.913342176130224
Ot08g01460	8.216494838	8.478679901	8.622380831	7.136242662	7.480818518	7.578587026	4.187549062	4.770601404	4.731759197	3.915483579	3.900811314	3.979555702	4.308443788	4.416171715	4.078449744	4.964861128	5.801255372	5.7205603225	7.417469992	7.865975826	7.67047169	8.281605248	8.439888263	8.458715057	6.26761800747917	8.622380831	8.80050103760793e-07	8.80050103760793e-07	8.80050103760793e-07
Ot08g02810	7.260149444	6.889970301	6.888682228	7.615188524	7.102141216	7.182427009	7.906386647	8.112190002	NA	7.734435266	7.802757019	NA	7.518850585	7.86021743	7.525768219	7.251647396	7.612753823	7.133444515	7.356133131	7.530999043	7.54773807	7.258232524	6.932361802	6.859668417	7.40373375504545	8.112190002	0.00910552991362977	0.00910552991362977	0.00910552991362977
Ot08g03780	7.278159943	7.164929817	7.260662825	7.296716038	7.039178532	6.985669734	7.606273189	7.439960536	NA	7.882260148	7.607497692	NA	7.462006142	7.105329636	7.366906959	7.057835367	6.751057616	6.911426234	6.748138573	6.681043497	6.634255788	6.9999353	7.065783754	7.032577645	7.15352749840909	7.882260148	0.00163993250941509	0.00163993250941509	0.00163993250941509
Ot09g00770	7.434119343	8.028667556	8.074119832	7.270788208	7.889985297	7.787916071	7.694790187	8.034663901	7.847249975	7.830853963	7.784762949	8.757619301	7.796841061	7.852980585	7.286554293	7.550574921	7.779742209	7.3829310495	7.547989381	7.765733087	8.074428951	7.374915421	7.677662552	8.331238402	7.7857136873125	8.757619301	0.728174232062592	0.728174232062592	0.728174232062592
Ot08g01810	7.925885172	7.550259465	7.612238718	7.885403363	7.643312315	7.75341893	7.116801817	7.213378537	7.28031967	7.240058738	7.426753436	7.801329547	6.973366348	6.769123565	6.994739202	6.881244211	6.783059349	6.998702529	7.083098743	7.109340861	7.412223433	7.381948954	7.323386044	7.45650181	7.31732894820833	7.925885172	8.13335173381593e-07	8.13335173381593e-07	8.13335173381593e-07
Ot08g02850	7.590848305	7.960193951	8.57409087	8.018073294	8.314295956	8.824190007	8.457111953	8.78818174	9.265645719	8.013012279	7.983112039	8.9441955705	8.112896688	7.96887148	7.654956266	7.91285285	7.892959155	7.577355728	7.945892394	7.993826185	7.747622896	7.920181916	7.979923611	8.279904394	8.15500813527083	9.265645719	0.00552336008479524	0.00552336008479524	0.00552336008479524
Ot03g03500	7.917558009	7.991492293	7.937094166	8.092906689	8.065234546	8.16962372	7.262382774	7.380357719	7.533342862	7.097622883	7.534673494	7.755822354	6.57406076	6.241404159	6.335248535	6.548697063	6.1091881	6.530813315	7.001571295	7.034705873	7.091869129	7.422374799	7.497542608	7.633737785	7.28163853875	8.16962372	8.11152207947732e-07	8.11152207947732e-07	8.11152207947732e-07
Ot09g00680	8.027891233	7.878129438	7.903567294	7.80904612	7.741113141	7.607770836	7.310255481	6.686507462	6.630136581	7.420676198	6.945199738	6.866463343	7.580520821	7.443387842	7.405864617	7.790960287	7.722739421	7.471785031	7.907833022	7.989478988	8.120402812	7.943750925	7.807156247	7.907788783	7.57993440254167	8.120402812	0.00174139456566752	0.00174139456566752	0.00174139456566752
Ot12g01600	7.645981711	8.420594705	8.349028087	7.429578028	8.180061243	8.295819728	7.224912537	8.021523839	8.383726723	5.006671177	5.503443806	6.012003149	4.414537923	4.191966858	4.127770159	4.206177023	4.330318782	4.2164661935	5.75039566	6.302959674	5.950299649	7.401456608	7.912369451	7.914104926	6.4663403183125	8.420594705	0.000162040184114074	0.0001078331275382	0.0001078331275382
Ot12g02630	7.52922876	7.884502602	8.238666791	7.875658376	8.528625444	8.773022751	8.686519597	8.776562268	9.136932305	8.263478703	8.186771596	9.135487157	7.690540241	7.993550956	8.127559063	7.309280536	7.917000358	8.0268760935	7.742156728	7.92641048	8.201755837	8.112223859	7.791772523	7.848692652	8.1543031531875	9.136932305	0.00245622542802481	0.00245622542802481	0.00245622542802481
Ot14g00890	8.037173753	9.006237072	9.421365686	7.650443943	9.394465784	9.529865996	8.052649311	8.102698745	8.276053496	6.84652751	6.806746885	7.055790379	6.751173198	6.224620306	6.274285203	6.496527301	6.21842851	6.4626040675	6.685294888	6.312749569	5.445506438	7.549952	7.922827602	8.239607112	7.44848311477083	9.529865996	0.00206286830589658	0.00206286830589658	0.00206286830589658
Ot13g02050	7.191941308	7.425757771	7.872409012	7.717717273	7.946858844	8.340225786	8.149814693	8.484817271	9.2043454	8.226315554	7.993979536	8.507226896	8.187383257	8.264971989	8.211447818	8.124731307	8.169770517	8.304133975	7.735967825	7.554158857	7.660782759	7.712706214	7.465674252	7.606329818	8.0024778305	9.2043454	0.00318764168317198	0.00318764168317198	0.00318764168317198
Ot12g01610	7.527875718	7.325418901	7.245363469	7.23508362	7.147778185	7.204280171	6.930087069	6.928647335	6.859351565	6.886581842	7.685843677	7.875241058	7.400808734	7.556747466	7.538978935	7.876853908	7.819658704	7.896906243	8.126634524	7.99050659	8.137155669	7.573032305	7.376504027	7.369046244	7.479766081625	8.137155669	6.9911640112962e-07	6.9911640112962e-07	6.9911640112962e-07
Ot05g04370	7.752450255	7.678869151	7.706023168	7.738999743	7.650827472	7.628001927	8.219781213	8.226717146	8.257608222	7.223977314	7.326061588	7.375357047	6.63848502	6.437987965	6.417865092	6.81606819	6.395929268	6.23433664	7.037929826	NA	7.155024622	7.643185639	NA	7.3805419195	7.31554674670455	8.257608222	0.000101999027254503	0.000101999027254503	0.000101999027254503
Ot04g03530	8.173959084	8.669866783	8.685936797	8.309115885	8.93444445	9.105812361	6.668835784	7.002809442	7.262088292	4.799124567	5.367496201	5.616408091	4.447242505	4.072065688	4.185683029	4.71797106	4.73568165	4.9237476245	6.806209182	6.666732837	6.57891234	7.819138822	8.003513745	7.978188524	6.6471243643125	9.105812361	8.94655456161925e-07	8.94655456161925e-07	8.94655456161925e-07
Ot04g04170	5.95056709	6.340417433	6.560930447	4.940088113	4.947676397	5.031867972	6.45447213	6.909734353	7.057778815	5.905025865	5.685136347	5.478660976	8.067051558	7.993790927	7.954058235	8.817439414	8.775558013	8.5425048195	8.075353539	7.708279837	8.029011236	6.995051304	7.362131804	7.304214072	6.9536166956875	8.817439414	7.97751392314145e-07	8.18067228054118e-08	8.18067228054118e-08
Ot04g05480	7.856156356	7.989542695	8.022036745	7.83720101	7.931799212	8.055370397	7.704501218	7.393027404	7.33840893	7.046786014	6.785083177	6.934909225	6.893204666	6.593720331	6.613437235	7.048910546	6.859047805	6.891007731	7.283726332	7.500837859	7.523671382	7.823327058	7.866349156	7.806481671	7.39993933979167	8.055370397	6.81751727216124e-07	6.81751727216124e-07	6.81751727216124e-07
Ot05g03740	7.703262124	7.760872646	7.873093042	8.185210581	8.551064945	8.789228778	8.745813779	8.587757188	9.395664285	8.244684445	7.880050946	8.496526526	8.152833474	7.808273433	7.739858728	7.925263926	7.705003265	7.770511976	7.817904297	7.815094386	8.167611408	7.746815152	7.427679341	7.742277293	8.0846814985	9.395664285	0.00193130830755466	3.97795448183804e-05	3.97795448183804e-05
Ot04g03600	8.117689061	8.960588503	9.066171325	9.092386241	9.822974705	9.633644075	8.935607108	9.283183426	9.321877902	8.325135067	8.561253307	8.868991734	7.743325428	7.940501501	7.711541363	7.916114142	7.979369055	7.470383595	7.915151603	8.092989681	8.191600444	8.292710877	8.26390191	8.372508369	8.49498335091667	9.822974705	6.3128733885628e-07	6.3128733885628e-07	6.3128733885628e-07
Ot04g04470	7.538955738	7.773455564	7.781521808	8.089343459	7.961997406	8.127914515	6.731474338	6.849298004	6.713408254	7.247601193	7.267460873	7.49364126	7.013799894	7.41934273	7.422426493	7.349290624	7.638463967	7.728701965	7.493782908	7.453191726	7.409489683	7.579368745	7.524399472	7.511027382	7.463306583375	8.127914515	0.134133741231179	0.134133741231179	0.134133741231179
Ot04g05630	6.501467981	7.154369584	6.675659615	6.698001061	7.392897749	7.167474499	7.009676388	7.122429674	7.203411783	7.560900013	7.257967009	7.367565713	7.911813655	7.85159563	7.673471643	7.933117224	8.299412354	7.696136457	7.629353132	7.69160969	7.637113066	7.22873721	7.16277468	6.989729368	7.36736188241667	8.299412354	8.73982414872952e-07	8.73982414872952e-07	8.73982414872952e-07
Ot18g00240	7.323509082	7.246461375	7.365647031	7.479727908	7.131766395	7.3821586	6.738818983	6.762807171	4.890859659	8.575478592	8.693508344	9.273454113	8.498283254	8.467269704	8.652914379	8.570588247	8.711392769	8.819173793	8.2485031	7.824800795	8.034465833	7.513900035	7.051049745	7.18129952	7.76824326779167	9.273454113	0.00661924443991762	0.00661924443991762	0.00661924443991762
Ot04g03690	7.579180493	7.598209142	7.700077574	7.430623678	7.082860333	7.34072114	6.840318412	6.792495264	6.813196949	7.446246065	6.992409902	7.262104837	8.083039641	8.090853172	8.012001569	7.739338674	8.13403652	8.1858354485	7.576387979	7.593428142	7.786941305	7.428038851	7.484454431	7.481018103	7.51974240102083	8.1858354485	6.33447168344613e-07	6.33447168344613e-07	6.33447168344613e-07
Ot04g04630	7.413542688	7.804041444	8.317415244	7.452641786	7.561771739	8.223816018	7.732201703	7.685428938	7.897315316	7.956750105	7.787690484	6.989267627	7.568213822	7.564393384	7.3066172905	7.634669475	7.991919456	7.3126538345	7.777664239	7.436258473	6.936558265	7.595959062	7.615366953	7.768276328	7.63876806975	8.317415244	0.330767646363372	0.330767646363372	0.330767646363372
Ot12g00400	3.902627924	3.227295459	3.299002535	5.160168443	5.325447385	5.41988587	6.85005166	6.789245998	NA	8.332044968	NA	NA	8.308400611	NA	8.402570869	7.290226842	NA	7.8956959325	4.721508588	4.168294761	4.470475328	4.110508498	2.525847631	2.663153492	5.41381330497368	8.402570869	0.00360783293694923	0.00360783293694923	0.00360783293694923
Ot05g04050	7.47468346	7.571708021	7.584970795	7.944966553	7.753013668	8.024167602	8.167382744	8.084878232	8.176281961	7.866823216	7.562457514	7.868669385	7.629761183	7.752259546	7.792358882	7.794676358	7.796398897	7.797403103	7.679817696	7.395923597	7.394700535	7.31543389	7.280689272	7.351673718	7.7108791595	8.176281961	7.07472595086677e-07	7.07472595086677e-07	7.07472595086677e-07
Ot04g03770	6.043539223	6.49982264	5.969151089	6.506249424	6.500450933	6.942455405	6.669307822	7.150626957	7.216423008	9.083375566	8.579871105	9.263739662	8.995856399	9.06785167	9.173485146	8.240862213	8.539878846	8.674835881	7.376674166	6.998082629	6.985139985	6.891308455	6.624911719	6.446455543	7.51834814525	9.263739662	9.60744228743241e-07	9.60744228743241e-07	9.60744228743241e-07
Ot04g04720	7.610234288	7.851908491	8.028308493	7.70466824	7.867097559	7.930560843	7.801164176	8.032632877	8.126556581	7.39216338	7.518774928	7.792756947	7.386905946	7.768059088	7.601695605	7.498397861	7.735388101	7.834235661	7.552317537	7.584345808	7.566276693	7.773123353	7.749752572	7.878755313	7.73275334754167	8.126556581	0.0332006116111959	0.0332006116111959	0.0332006116111959
Ot12g00200	7.841079083	7.380410945	7.468928822	7.835762303	7.35179991	7.280563639	7.545664383	7.251135141	7.126909899	7.77837299	8.084283844	8.233413951	7.188876664	6.989230043	6.923640973	6.814191804	6.849493321	6.843759212	7.448159904	7.384445294	7.437429367	7.561548135	7.274232122	7.254833461	7.38117355041667	8.233413951	0.0889751759917355	0.0889751759917355	0.0889751759917355
Ot05g04040	7.638009649	7.992314857	7.874284668	7.12481651	7.364198364	7.397510078	6.387923692	6.716079903	6.88640582	7.521722763	7.784025022	7.80642693	7.19442492	7.314495994	7.258510174	7.497286077	7.894230507	7.829844018	7.676948156	7.8271544	7.889721801	7.696786779	7.899265051	7.841567342	7.51308139479167	7.992314857	0.00256204443128893	0.00256204443128893	0.00256204443128893
