ID	LD00	LD04	LD08	LD12	LD16	LD20	LD24	LD28	LD32	LD36	LD40	LD44	LD48	LD52	LD56	LD60	LD64	LD68
266213_s_at	7	2	0.9	1.7	7.2	2.3	2.1	1.1	0.9	1.8	1.1	1.8	2.2	3.4	3	1.2	2.8	3.1
266214_at	0.1	0.8	0.2	0.1	0.7	1	1.3	0.2	0.1	1.3	0.6	1.5	0.1	1.7	2.2	0.4	0.2	0.4
266215_at	2053.7	1033.3	672.8	623.8	1499.5	1735	1933.3	1678.5	832.1	964.9	1068.3	1838.7	2106.1	877	890.1	851.1	1718.1	1618.6
266216_at	107.2	105.5	134.8	115.7	114	104.2	100.3	121.3	118.1	131.6	106.9	120.2	96.1	141.8	148.1	145	175.5	147.7
266217_at	2.2	0.8	2.6	6.2	0.4	1.8	1.5	2.5	0.4	0.5	0.3	2.7	8.6	2.7	8.6	9.2	2.2	1.8
266218_s_at	2.5	3.5	3.3	2.8	10.2	3.1	2.7	2.6	1.9	2.4	2.6	8.4	16.3	4.5	2.4	3.8	3.1	18.4
266219_at	30.6	30.3	22	5.3	17.4	36.3	30.8	22.8	19.4	22.5	35.6	29.5	32.7	42.5	44.3	46.2	35.3	42.2
266220_at	2	1.1	1	0.2	0.6	0.6	2.9	0.6	0.3	3	1.2	0.3	1.4	1.2	4.4	0.7	0.4	1.1
266221_at	91.5	81.9	73.4	77	74.7	92.5	97	70.2	61.4	62.7	94.9	89.6	80.1	85.1	52.7	81.3	85.1	117.4
266222_at	0.3	2.7	0.9	1.3	0.9	0.7	2.6	1	0.2	0.9	0.8	0.5	0.5	1.1	1.7	7.7	9.1	3.3
266223_at	268.2	393.1	409	380.7	391.8	296.7	261	322	362.7	441.3	396.1	351.2	143.7	296.8	246.4	272.7	230.6	194.6
266224_at	1205.1	1271.3	1318.2	1038.6	1001.9	1206.1	1213.1	1087.6	1047.9	1280.4	1257.2	1005.6	1552.2	1353	1189.2	1099	1276.6	1185.1
266225_at	615.4	331.3	1946.3	2102.4	1302.5	931.2	467.3	1473.8	2378.9	2277	436.2	1093.5	373.2	450.6	2218.3	2544.4	1553.4	1056
266226_at	135.3	158.9	238.6	220.5	193.4	172.7	140.1	200.8	268.9	294.7	233.3	117.2	84.9	173.8	208.9	211.1	126.6	131.8
266227_at	19.6	14.1	27	27.7	26.4	13.3	12.5	28.4	25	27.4	20.2	30	11.2	13.1	14.6	25.5	19	15.9
266228_at	952.3	708.1	705	678.9	739.4	850.5	857.5	713.8	555.2	658.7	656.2	716.3	1425.3	949.5	923.1	782.4	1144.3	1075.9
266229_at	337.5	224.4	702.6	556.6	558.1	597.3	241.1	555.9	553.2	672.6	209	563.8	334.9	285.4	948.5	676.5	913.2	751.4
266230_at	17.2	16.9	9.1	11.6	12.4	15.9	10.6	18.3	15.4	22.4	18.5	12.4	11	19.1	16	12.6	22.7	18.2
266231_at	24.9	12.5	24.2	23	16.9	23.8	30.6	23.4	20.4	21.2	22.5	18	22.7	10	19.1	20	22.4	14.5
266232_at	4.3	5.4	8	4.1	4.3	7.4	3.8	6.5	2.3	5.1	4.8	6.7	5.2	11.1	6.9	9.8	11.4	0.9
266233_at	0.1	0.4	0.5	0.4	0.6	1.6	1.5	0.7	0.3	0.1	2.5	0.2	0.3	6.5	0.7	0.9	0.8	2
266234_at	8.8	16.3	16.1	15.6	14.7	15.3	12.3	15.2	13.1	14.6	20.3	8.7	5.8	18.6	19.2	18.1	17	10.5
266235_at	33.8	57.1	83.2	61.4	55	41.6	28.6	54.9	68.6	75.4	43.6	48.3	32	38	42.3	48.7	35.4	41
266236_at	4.5	1	0.9	1.1	2.7	1	1	6.4	1.3	0.8	0.9	1.4	1.1	7.5	4.8	1.6	1.8	6.1
266237_at	53	86	117.5	116.5	91.7	63.4	62.4	77.4	112	119.2	107.5	62.6	74.3	72.4	89.4	96.1	63.7	63.8
266238_at	621.9	227.3	274	260.2	498.9	592.2	547.3	442.6	234.4	199.7	199	421	509.5	159.5	238	208.6	383.8	444.4
266239_at	243	300.4	341.8	379.1	341	274.5	273	277.2	350.4	341.6	332.5	231.2	302.3	264.8	269.3	334.1	266	233.4
266240_at	41.6	55.8	57	43	38	41.4	43.9	42.5	43.5	42	48.7	39.9	45.2	57.7	47.9	49.6	42.8	41
266241_s_at	62.1	43.9	33.6	42.4	32.9	46.5	66.7	31.8	33.1	43.8	44.9	26	26.9	32.1	29.4	19.6	47	47.6
266242_at	18.6	22.4	21.9	12.1	21.7	22.5	20.2	14.5	11.8	18.8	18.1	16	12.7	27.6	24.7	12.9	28.3	25.2
266243_at	0.5	0.7	1.6	0.2	0.7	0.5	0.6	0.5	0.3	5.2	0.3	0.4	1.8	1.4	1.2	1.6	1.1	0.5
266244_at	15.6	3.7	1.6	7.6	7.8	18.8	10.9	13.5	12.9	7	10.2	12.9	16.5	22.6	5.9	11.3	28.5	13.9
266245_at	1.2	0.3	0.4	0.3	0.2	0.2	0.4	0.3	0.3	1.8	2	0.4	0.8	1.3	4.7	0.6	0.5	0.3
266246_at	4.8	10.4	13.5	9.2	11.6	8.9	4.9	15.5	18.9	7.5	14.6	4.9	13.1	18.3	2.3	2.3	6.3	3.9
266247_at	20.9	15.2	17.9	12	12.8	21	16.2	12.4	13.3	22.6	19.5	1.8	20.8	24	14.4	12.2	2.3	10.8
266248_at	3	16.7	10.4	3.7	2.1	5.8	6.8	8.3	7	4.7	5	5.4	12.3	15.5	22	15.9	13.4	10.1
266249_at	0.2	0.7	1.1	0.2	0.9	0.5	0.5	0.2	0.2	0.7	0.2	0.4	0.3	0.7	0.4	1.5	1.3	0.9
266250_at	1.5	2.1	1.9	2.4	3.2	2	1.3	1.9	0.8	2.4	1.6	0.7	2.7	3.9	2.5	2.3	2.5	2.6
266251_s_at	2.6	5.4	4.7	2.8	6.1	7	1.7	6.9	2.1	4.3	2.3	3.7	14.1	21.1	11.3	12	9.2	9.7
266252_at	10.2	2.1	2.4	2.9	9.9	4.8	3.2	9	0.6	1.8	1.2	1.5	2.8	18.3	4.9	13.2	15.9	4.1
266253_at	158.6	438.2	389	308.2	222.9	145.2	210.2	161.9	337	492.7	434.4	183.4	145.4	235.7	285.9	231.4	137.8	132
266254_at	139.3	145.5	172.6	150.5	125.7	120.5	152.8	138.3	146.3	188.9	178.3	149.8	135.5	145.3	146.2	144.5	125.7	123.2
266255_at	1.3	1.1	1.8	3.2	1.1	1	1	3.8	8.9	7	1	6.6	1.1	2.5	18	8.3	6.6	8.6
266256_at	1205.3	1532.1	1581.6	1434.1	1481.6	1246.8	1503.7	1241.9	1678.2	1559.4	1866.2	1142.6	1295.5	1431.9	1706.1	1695.4	1246.1	1124.7
266257_at	178.7	200.8	178.7	250.3	203.2	168.6	180.2	179.6	265.5	177.3	173.3	174.8	174.7	210.8	206.9	232.4	159.4	160.6
266258_at	1399.2	1520.7	1511.1	1692.1	1626.1	1431.9	1585.4	1427.1	1546.1	1569.9	1589.4	1546.4	1123.5	1107.5	1127.6	1256	1004.1	1102.3
266259_at	154.9	47.3	54.8	39.4	86.7	100.2	103	59	35.6	48.5	27.6	68.4	114.9	37.1	43.9	37.2	61.5	68.8
266260_at	306.8	342.1	299.7	321.4	339.8	323.1	277	310.2	351	324.2	409.1	295.9	219.7	264	213.4	239.5	237.1	240.3
266261_at	88.9	106	59.8	87.6	88.4	90	94.9	77.5	88.5	65.1	65.1	64.3	86.6	59.6	79	69.1	67.1	79.5
266262_at	56.7	71.4	68.9	69.7	51	57.4	71.1	43.1	78	78.6	68.6	49.2	102.9	122.6	84.4	86.9	62.1	68.6
266263_at	0.9	1.5	0.7	0.4	1.2	0.8	0.3	0.4	0.8	1.1	0.9	5.1	1	0.8	5.4	1.6	6.9	2.8
266264_at	63.6	94.4	99.3	100.9	106.9	71.3	89.1	87.5	100.8	100.7	85.8	78.6	85.3	98.9	109.7	112.8	88	89.6
266265_at	262.4	222.5	119	148.5	200.6	210.3	267.3	220.4	142.1	85.7	187.9	178.2	252	147.7	84.9	183.7	158.2	206.3
266266_at	91.3	125.2	121.2	109	118.2	81.8	105.5	141.5	150.2	154.7	148.7	131.7	95.2	119.8	119.9	125.3	135.4	100.5
266267_at	2.6	9.3	3.2	5.1	11.4	11.8	1	4.3	7.4	0.9	1.5	0.5	8.8	10.5	9	12.6	6.7	10.5
266268_at	36.8	52.5	57.1	33.6	44.2	50.4	51.5	41.1	32.6	32.1	37.2	48.2	58.9	85.6	53.6	71.9	63.8	50
266269_at	1.4	22.2	2	1.8	7	2.4	2.8	1.4	1.8	1.4	4.8	3.3	1.4	10.3	3.7	2.4	1.4	2.2
266270_at	0.5	0.8	0.7	1.4	0.7	1.2	0.3	0.5	0.3	0.7	0.3	0.4	1	0.8	1	1.7	1.1	1.1
266271_at	23.5	42.2	23.7	27.8	17	17.5	16.2	13.4	22.7	9.3	30.8	19.5	17	21.7	10.8	15.5	12.8	10
266272_at	6.7	8.6	6.7	4.3	10.8	14.7	8	6.4	4.4	12.3	18.9	4.8	3.8	4.5	1.9	5	22.5	11.9
266273_at	17	23.7	18.2	9.6	10.7	14.9	18.8	3.2	13.6	16	19.7	15.6	17.1	22.5	20.9	8.6	2.2	20.5
266274_at	8.4	16.8	13.3	10.5	10.2	14.2	9.1	9	10.9	8	10.4	10.3	15.8	7.9	31.9	15.1	12.8	18
266275_at	36.7	70.4	60.5	44	37.4	40.7	34.5	44.1	25.7	46.9	35.9	21.1	42.8	67.8	73.1	53.5	35.1	47.9
266276_at	6.7	9.5	6.6	5.4	8.4	6	7.5	7.7	3.5	3.6	9.8	5.1	2	7.3	5.1	11	14.4	29.3
266277_at	87.1	228.5	282.1	195.1	175.4	118.6	88.1	133.5	171.3	265.2	210.2	134.2	72.8	245.7	257.7	167.2	161.7	126.8
266278_at	24.8	31.5	22.2	26.8	24.5	25.5	32	34	21.7	25.5	34.4	16.9	36.2	46.5	35.3	16.3	18.7	28.9
266279_at	444.9	508	316.4	254.9	349.1	441.1	484.5	358.9	261.3	367.9	468.7	438	449.3	451.5	262.2	239.4	377.2	407.1
266280_at	18.8	24.5	33	38.5	24.5	22.6	21.9	22.4	32.4	25	23.1	22.1	22.9	26.8	21.4	37.8	29.1	21.5
266281_at	0.5	6.3	7	0.7	0.8	1	2.6	0.3	1.4	0.8	0.5	0.6	0.6	1.5	0.9	0.8	0.4	1.1
266282_at	1.6	1.1	2.2	6.3	1.7	1.9	0.7	1.2	0.3	1.3	1.2	0.5	1.2	2.9	1.6	18.1	7.8	3.4
266283_at	92.4	130	108.1	113.8	102.4	103.7	101.5	90.7	107.2	149.1	144.9	93.5	128.5	151	119	102.9	155.5	136.7
266284_at	43.8	46.5	53.2	46.6	47	39.9	57.4	56.4	63	60.2	57.1	51.2	33.9	51.7	36	26.4	29.4	30.4
266285_at	359.7	282.9	359	405.5	424.1	423.7	379.1	363.4	351.2	364	287.9	364.9	470.5	307.2	390.8	577.7	377.2	411.2
266286_at	6	8.6	13.2	12.3	6.8	6.9	10.2	4.6	4.8	8.3	7	5.5	9.1	18.7	9.6	21.4	12.8	20
266287_at	0.6	0.4	2.1	2.8	1	0.6	0.6	0.6	4.4	0.9	0.6	3.8	1.3	6.3	1.7	1.9	1.8	2.1
266288_s_at	48.4	67.7	78.5	68.8	46.5	56	53.7	57.8	87.2	83.5	81.2	56.4	36.9	90.5	88.3	70	41.2	51.2
266289_at	139.1	140.8	196.1	195.1	163.5	137.9	130.7	137.4	181.3	117.4	182	121.6	145.7	164.7	138.4	164.1	141.9	124.6
266290_at	3.1	6	14.2	4.6	1.4	0.9	2.9	3.8	3.9	6.7	9	3.1	3	4.4	5.9	6	1.5	0.6
266291_at	93.5	155.5	109.3	84.7	192.6	153.8	91.1	174.5	76.9	109.6	159.8	186	40	95	61.1	33.3	116.4	135.6
266292_at	9.1	17.9	20.6	4	9.6	15.9	6.4	4.5	2.3	1.4	7	1.9	5.4	17.1	9	1.7	12.4	8.5
266293_at	172	259.9	190.9	161.3	140.4	170.2	171.2	142	157.6	220.3	290.7	136.9	143.4	224.4	180.4	118.4	97.8	115.9
266294_at	6.2	6.8	12.2	9	8.8	2.7	4.7	2.8	12	6.2	7.7	9.7	12.4	14.4	6.6	14	5	7.5
266295_at	348.6	328.5	319.9	372.8	360.3	336.2	328.8	381.4	411.7	410.6	392.1	338.2	218	308.1	344.8	307.3	303.3	309.3
266296_at	52.6	52.5	55.1	53.2	55.5	40.9	46.2	30.8	42	44.4	43.5	43.6	64.1	46	30.9	62.3	44.5	40.2
266297_at	119.4	190.8	204.7	211.6	152.7	153.9	145.2	148.7	205.6	237.7	241.6	147.7	133.5	207.8	215	190.3	143.6	148.9
266298_at	45.1	44.8	55.8	54.6	61.8	51.1	45.4	65.7	48	49.4	46.7	62.6	59.2	48.3	54.4	67.8	62.3	45.1
266299_at	342.4	633.6	584	930.3	370.3	345	350.1	277.4	772.4	374.8	473.6	273.9	341.8	392.7	373	652	258.1	283.7
266300_at	370.6	258	222.8	203.4	354.1	358	379.3	378.3	236	230.9	250.2	381.3	210.1	191	169	218.3	274.1	262.5
266301_at	1	0.9	1.1	0.7	3.5	1.7	0.6	0.7	0.6	0.6	0.6	0.5	1.9	1.6	1.1	1.1	1.2	1.8
266302_at	299.8	189.5	145.6	133.3	236	247.9	282.3	264.3	169.8	233.2	196.9	300.1	344.6	258.1	203.9	206.9	344.3	332.7
266303_at	83.2	95	76	62.5	109.8	83	97.4	110.5	87.4	99.3	75.9	135.1	109	125	76.4	63.5	114	87.7
266304_at	86.9	99.1	89.9	99.5	101.7	107.8	103.9	119.9	108.7	91.6	108.3	114.2	98.3	86.6	66.7	79.7	102.1	98.4
266305_at	0.7	0.9	0.4	0.5	0.4	0.6	0.3	0.3	0.9	0.6	0.8	0.2	0.3	1.2	0.3	0.4	1.3	0.3
266306_at	65.6	44	36.9	64.7	59.7	68.9	56.5	64.7	62.3	49.3	53.1	65.8	59	42.7	34.7	51.3	52.9	52.9
266307_at	0.4	0.5	0.5	0.3	0.3	0.5	0.2	0.2	0.3	0.4	0.5	0.1	1	0.7	0.7	0.8	0.5	0.4
266308_at	2.6	6.2	0.3	2.7	3.9	6.1	1.5	4	1.9	0.2	5.1	1.9	1.9	2.1	5.1	5.7	7.2	2.6
266309_at	32.1	46.6	41	41	27.6	34.2	16.9	32.4	32.5	42.1	32.7	35.9	35.8	36.9	55.1	47.5	57.8	61.4
266310_at	76.1	98.5	81.7	76.3	68.5	86.3	95.7	107.3	103.4	133.7	137.6	102	92.7	100.5	87.6	88.9	78.8	84.9
266311_at	93.3	98.2	80.2	78.5	88.1	83.5	133.2	107.8	100.1	99.2	116.3	99.2	82.8	72.4	100	68.2	67.5	68.1
266312_at	459.1	508.1	598.8	663.8	632.8	522	432.8	731.8	721.3	622.8	561.9	665	427.9	530.4	612.4	740.9	607.1	456.2
266313_at	237.4	86.2	61	56.7	113.7	189.9	367.1	283	83.9	77.9	109.7	325	312.7	48	36.6	42.3	174.7	205.5
266314_at	130.2	177.4	178	147.5	154.5	122	139.1	182.3	149.8	161.5	187.9	187.3	153.5	225.6	214.8	190.2	218.9	212.3
266315_at	56.6	57.7	48.3	52.1	47.9	52.3	59.4	60.2	63.8	58.8	66.4	55.5	57.5	48.9	57.6	35	53.3	45.2
266316_at	1.8	2.7	10.6	3.8	4.6	3.3	4.3	7.8	2	1.7	8.1	1.7	4.1	4.5	2.5	3.2	19.8	5.2
266317_at	442.6	584.3	509.5	461.2	696.2	623.2	490.4	528	430.4	542.9	520.2	323.1	493.7	485.4	455	459.4	548.4	476.7
266318_at	58	67.7	54	57.5	57.1	66.5	65	63.6	58	64	64.9	59.4	56	77.9	66.4	65.1	75.6	69.5
266319_s_at	42.9	33.2	41.8	33.6	38.9	34	44	40.1	31.9	28.3	33.7	29.8	37.2	41.7	24.5	44.8	43.3	42.8
266320_at	32.2	26.3	31.4	27.2	26.3	23.3	24.1	21.2	23.3	22.5	30.8	14.4	40.1	46.8	38.7	26.6	33.7	31.8
266321_at	13.6	30.8	35.6	27.8	18.9	18.7	21.3	15	21.5	25.3	29.1	16.4	25.4	45.2	37.6	43.3	20.8	22.1
266322_at	201.1	191.4	144.7	151.9	150.3	178.2	134.2	109.6	122.5	113.3	129.2	82.3	143.8	126.7	141.1	120.3	159.6	184.5
266323_at	41	37.9	40.1	25.7	52.3	41.5	41.1	30.3	29.2	29.6	32.4	23.7	56.8	57.3	45.4	48.3	51.5	60.7
266324_at	154.2	156.3	114.8	72.5	98.5	118.5	128.3	109.4	74.5	130.6	149.5	119.5	116.3	105.5	100.7	54.9	90.9	104.5
266325_at	163.5	148.8	106.7	112.5	154.8	144.5	152.6	147.8	136.8	87.6	134.5	144.9	122.7	149.7	105.2	112.9	190.6	195.8
266326_at	350.3	793.3	727.6	796	433.1	279	189.7	160.5	747.9	501	550.6	270.8	103	482.3	469.5	641.2	225.7	289.2
266327_at	35.1	54.9	47	44.5	32.6	30.4	42.1	25.2	50.8	54.2	53.4	29.2	32.7	71.1	47.6	39.2	19.7	33.5
266328_at	153.5	152.2	117.9	131.7	150	144.9	161.6	141.8	121.7	116.2	130.8	134.7	160.5	154.2	123.3	98.7	129.2	116.3
266329_at	499.2	418.2	397.3	338.1	403.8	494.2	537	399.3	314.5	374.3	436.3	512.4	477.4	319.2	280.7	290.7	297	403.3
266330_at	3.8	7.2	5.5	3.8	11.7	8.3	0.6	3.9	3.9	4.3	3.3	3.4	4.8	14.4	2.5	12.2	9.6	6.5
266331_at	370.3	279.4	276	209.3	237.6	248.8	383.6	264.7	246.4	247	288.1	266.6	272.8	261.4	187.1	172.7	206.3	177.8
266332_at	25.9	26.3	18.4	14	15	22.6	28.3	26.1	15.7	21.2	20.4	26.3	26.5	36.9	27.3	32.1	20.9	24.6
266333_at	25.2	27.9	16.9	24.3	22.4	21.2	28.2	26.8	31.8	18.4	26.2	24.5	21	36.1	14.1	17.7	17.7	16.8
266334_at	106.3	103.2	150.8	137.7	127.3	104	115.6	124.3	152.5	131.5	108.4	96.4	99.3	81.1	115.5	117.8	72.1	77.2
266335_at	85.6	97.3	82.5	79.6	78.6	111.6	115.4	71	105.7	107.5	94.9	69.5	120.6	119	97.6	88.5	99.6	113.8
266336_at	9.8	8.8	7.6	6.7	3.7	3.6	5.4	2.6	2.8	2.8	3.3	2.2	3.2	10.1	17	5.5	4.4	9.3
266337_at	17.3	33.4	43.7	26.3	22.7	21.5	10.1	18.7	22.6	36.9	29.8	18.3	16.5	20.1	12.9	23.4	27	16.3
266338_at	46.2	68.5	53.4	90.4	60.4	53.2	38.3	65.6	57.8	50.1	52.7	56.7	39.2	55.7	65.8	72.1	66.3	48.3
266339_s_at	2.3	0.9	2.1	0.4	0.7	0.8	0.5	3.9	2.5	1.5	0.5	3.9	0.4	0.4	1.2	1.1	0.7	4.4
266340_at	17.2	7.7	14.2	10.2	14	18.7	20.2	18.3	12.4	14.3	12.4	15.1	19.1	17.6	15.2	13.8	27.7	19.4
266341_at	10.1	16.6	19.3	19	17.5	12	12.1	17.9	17.8	18.5	18.4	10.9	14.9	22	21.2	24.1	16	12.2
266342_at	61.9	45.3	60.3	49	69.8	62.6	46.7	52.9	48.1	41.2	33	47.4	47.8	53.8	46.6	49.4	65	57.4
266343_at	16.2	8.1	2.3	3.6	4.8	1.6	6.5	11.4	2.1	5.8	3.3	3.3	9.5	19.5	9.2	16.4	2.7	4.7
266344_at	9.8	26.9	22.9	14.6	23.7	29.3	20	10.7	10.4	19.7	14.7	12.6	20.7	31.5	19	29.8	28.1	31.7
266345_at	143	126.4	102.5	100.4	99.5	107.7	92	58.6	135.7	105.4	116.4	87.7	83.3	75.3	54.3	123.9	68.6	75.7
266346_at	1.9	2	1.8	1.6	1.7	1.4	1.3	2.5	1.2	3.8	1.8	1.3	1.7	2.6	1.2	2.5	1.1	2.6
266347_at	62	46.3	51.8	40.9	46.1	62.5	51.5	64.6	58.4	54.5	70.7	67.2	69.4	66.3	67	64.5	69	69.3
266348_at	293.9	251.4	230.6	210.5	292	277.6	253.9	321.8	243.3	236.2	235.5	283.1	273.4	305.6	295	302.1	409.6	363.8
266349_at	10.7	5.3	4.9	14.4	18.3	7.2	6.2	13.4	12.8	16.7	20.9	8.7	5.7	3.3	4	3.2	5.3	15.3
266350_at	108.3	142.5	111.4	114.7	128.7	111.8	117.4	117.8	129	125.7	132.5	107.3	77.6	81.6	141.8	126	75.3	118
266351_at	322.9	245.9	283.1	280.8	295.1	347.1	306.5	293.2	261	236.8	240.6	306.4	362.7	249.5	257.1	304.2	314.4	317.6
266352_at	48.5	43.5	44.7	54.7	48.3	37.4	41.1	47.7	52.3	37.1	44.3	41.6	40.1	62.7	51.9	65	42.4	42.1
266353_at	0.2	0.2	0.3	0.2	0.1	0.2	0.2	0.3	0.2	0.2	0.1	0.2	0.3	0.4	0.5	0.5	0.3	0.3
266354_at	1	0.5	1.1	0.6	1.3	0.8	1.3	0.4	0.8	0.8	1	0.8	2.2	2.3	1.5	1.2	2.3	0.7
266355_at	37.7	29	30	26.2	33.4	30.3	22.9	29.9	30.9	31.9	27.6	37.8	29.6	26.7	16.7	24.4	28.3	25.5
266356_at	2	5.3	3.4	2.1	4.6	7.7	5.7	6.4	0.3	3.9	3.5	2.8	8.2	3.5	6.4	4.6	8.6	1.1
266357_at	21.1	48.5	37.4	91.5	32.7	35.5	14.4	28.7	75.8	44.4	32.9	27.5	7.7	20.2	40.4	45.8	24.8	35
266358_at	33.6	27.6	57.9	70.9	61.8	48.4	21.4	49	69.4	73.8	19.3	49.8	22.4	25.9	61	68.9	42.7	49.6
266359_at	68.3	77.4	64.9	82.1	60.9	61.6	63.4	71	83.1	78.4	72.1	63.7	54.7	59.3	58	75.3	43.3	51.4
266360_at	33	55.3	32.3	33.3	46.3	46.7	47.7	59.5	48.3	41.5	41.7	42.1	29.3	31.4	26.8	26.9	47.9	34.7
266361_at	67	46.7	29.2	28.4	28.6	49.7	80.7	39.8	29.2	34.7	53.6	45.9	97.9	55	38.9	27.6	48.7	52.3
266362_at	34.4	38.2	29.3	44.6	38.3	36.4	39.3	49.3	47.6	36.9	51.2	45.2	37.8	58	37.8	44.1	47.8	49
266363_at	871.1	166.5	37.9	31.6	42.8	234.2	942.3	38.1	24.4	32.5	162	112.6	997.2	118.3	5	38.1	49	116.3
266364_at	1.1	3.4	0.5	0.2	0.3	1.6	1.3	0.4	0.3	0.8	0.5	0.5	0.7	2	0.9	0.7	1.1	4.5
266365_at	53.1	58.1	51.6	62.2	47.5	50.8	57.7	59	70.3	54.6	58.7	92.4	33.5	56.1	39.3	46.5	51.6	52.8
266366_at	463.5	355.3	334.4	441	594.1	449.2	430.8	316.5	398.4	316.1	370.8	429.3	375.4	348	274.9	463.3	408.6	328.7
266367_s_at	6.3	9.5	1.2	1	0.8	0.7	0.6	1	0.5	5.9	1.6	3.9	1.4	11.2	2.2	0.8	0.6	4.9
266368_at	2.5	8.9	0.6	0.4	0.6	0.7	0.5	1.1	2.8	0.7	1.3	1.5	0.8	1.1	2.6	1.2	1.2	0.9
266369_at	34.9	42.9	40.7	25.7	33.5	33.6	30	38.6	17.4	32.1	33.9	30.2	27.8	57.1	44.8	21.7	36.2	41.1
266370_at	61.4	75.5	70.4	58.6	62.3	66.1	58.4	66.4	67.3	66	81	62.8	71.2	82.6	75.6	78.3	53.6	69.7
266371_at	401.5	347.6	285	315.9	457	366.1	322.5	359.8	280.9	158.4	274.5	262.2	451.9	441	275.4	433.8	403.6	352.2
266372_at	64.8	66.6	37.7	35.4	37.3	74.4	69	77.4	56.6	51.7	79.3	63	87.5	65	37.9	34.1	39	66.9
266373_x_at	17.3	16.9	19.3	13.7	10.3	12.4	7	17.1	8.1	13.8	15.3	9.3	24.6	44.9	31.6	5.7	26.2	19.2
266374_at	10.2	5.9	4	3.6	14.7	8.8	12.7	20.9	11	8.6	9	5.6	26.2	3.3	5.5	17.4	7.4	3.6
266375_at	0.9	2.8	2	0.9	1.5	1.5	0.5	1	0.5	2.1	0.4	0.7	2.3	1	1.6	1.9	2.5	1.2
266376_at	24.3	26.6	17.7	14.6	17.4	21.5	14.5	3.9	15.9	18.6	17.7	15.8	24.6	21.7	21.3	19.4	26.9	16.8
266377_at	0.3	0.3	0.3	0.1	0.2	0.3	0.2	0.2	0.2	0.2	0.2	0.2	0.5	0.6	0.5	0.6	0.4	0.5
266378_at	2.2	4	7.1	3.1	4.9	3.2	2.9	2.1	3.1	2	1.9	2.9	2.6	3.4	2.2	2.3	6	3.8
266379_at	1.7	0.7	2	1.9	2.6	2.6	1.2	1	0.7	1.1	1	0.5	1.5	2.9	4.5	8.9	3.4	2.2
266380_at	28.7	31.6	38.9	31.1	23.8	36.4	24.7	53.4	43.4	47.3	37.9	44.9	32.9	50.7	71.6	38	50.8	61.6
266381_at	0.8	2	2.3	1.6	2.4	1.4	0.8	1	1.8	1.1	1.6	0.8	2.1	2	1.7	8.8	2.9	1.3
266382_at	8	12.7	7.7	10.3	16.4	11.6	8.3	8.6	6.3	7.8	5.6	8.9	13.6	16.9	14.8	12.7	20.3	10.7
266383_at	14.9	17.3	12.9	10.3	12.5	14.7	16.6	23.6	13.5	20.2	28.9	20.8	51.4	34.5	24.6	49.5	22.9	25
266384_at	35.6	61.5	74.6	57.3	39.2	51.9	50.4	52.2	68.5	59.3	68.6	52.1	36.1	48.6	43.1	54.6	47.8	30.5
266385_at	89.1	163.7	239.9	125	164	257.6	43.6	99.4	45.9	72.2	34.2	49.5	130.6	464.2	200.9	405.7	103.3	96.9
266386_at	2.5	3.1	3.3	1.5	1.8	2.5	1.6	2.6	1.7	3.3	1.7	3.4	4.6	3.5	3.1	2.8	2.5	3.6
266387_at	0.1	0.2	0.3	0.1	0.3	0.3	0.2	0.3	0.2	0.2	0.1	0.3	1.1	0.6	1	0.4	0.5	4.1
266388_at	11.7	17.8	15	10.2	18.3	17.3	18.1	15.4	11	11.4	14.5	19.8	31.3	29.3	23.8	23.1	45.9	34.7
266389_s_at	38.9	36.7	47.4	33.1	36.5	54.4	38	32.9	30.2	27	29.6	39.8	74.2	51.6	37.1	56.9	39.1	23.1
266390_at	10.8	14.7	11.7	11.1	10.9	10.7	9.7	3.5	7.4	12.5	13	9.3	6.8	14.7	10.2	12.7	10.8	22.1
266391_at	179	147.9	78	50.4	68.2	114.9	183.3	57	46.7	48.5	128.8	98.1	175.7	117.1	70.9	63.8	49.7	99.3
266392_at	0.6	1.3	1.4	0.6	0.8	3	1	0.6	0.9	0.4	1.7	0.9	1.1	1.5	1.9	0.6	0.9	2
266393_at	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.2	0.1	0.1	0.1	0.4	0.1	0.4	0.6	0.4	0.1
266394_at	139.9	200.1	146.4	170.3	152.7	116.1	138.6	151	121.2	117	150	127	134.1	145.1	151.8	143.2	157.1	164.3
266395_at	206.6	568.7	693.4	612.1	266.6	169	181.8	167.2	499	512.7	454.7	193.2	160.6	472.8	432.5	499.3	161	197.2
266396_at	16.7	41.3	59.2	45	19.3	34.5	19.2	20.9	33.3	39.4	29.3	23.3	34	39.2	58	37.5	20.7	30.1
266397_at	13.4	9.5	15.7	9.4	12.8	13.1	16.4	11.3	11.6	10.2	13.7	3.8	12.7	17.9	10.9	12.2	14.9	4.2
266398_at	73.4	66.8	53.5	60.9	80.5	65.4	75	70.3	59.2	64.9	78	62.4	72.3	63	89	97.7	81.2	77.2
266399_at	105.6	176.6	306.3	283.7	199	145.8	108.9	239.3	310.7	312.3	177.2	192.1	93.4	165	324.2	268.3	177.3	109.9
266400_at	47.5	59.1	54.1	56	61.2	51.6	53.8	53.1	52	54.4	48.1	49.4	60.1	65.8	65.3	54.6	69.5	58.8
