AFFY.ATH1	RNA_LD00	RNA_LD04	RNA_LD08	RNA_LD12	RNA_LD16	RNA_LD20	RNA_LD24	RNA_LD28	RNA_LD32	RNA_LD36	RNA_LD40	RNA_LD44	RNA_LD48	RNA_LD52	RNA_LD56	RNA_LD60	RNA_LD64	RNA_LD68	RNA_mean.level	RNA_max.level	RNA_phase	RNA_rhythm.pvalue
263936_at	63	46.5	45.7	44.1	73	63.4	79.4	65.1	41.4	42	35.4	58.4	72.6	44.5	36.7	21	63.7	48	52.4388888888889	79.4	22.9952744325507	0.0199599589723225
263937_at	11.4	2.7	2.5	2.1	3.2	3.1	4.3	1.2	2	2.6	7.6	1.8	2.5	2.2	3.7	4.2	2.3	3.7	3.50555555555556	11.4	21.4560550920581	0.552523686818238
263938_at	60.7	62.3	82.2	78.1	69	57.2	44.6	64	49.9	46.7	47.6	63.9	66.7	93.6	65.2	74.5	82.7	68.6	65.4166666666667	93.6	14.6631958852384	0.782725755238023
263939_at	31.7	54.3	45	36.4	26.7	34.4	39	47.8	51.4	53.2	59	32.1	60.1	114.8	95.3	72.8	66.7	68	54.9277777777778	114.8	11.1053617357991	0.43335714136532
263940_at	0.3	0.5	0.7	0.4	0.5	0.4	0.4	0.4	0.3	0.6	0.3	0.6	1.2	0.5	0.8	0.7	0.4	0.5	0.527777777777778	1.2	5.4557429250726	0.347337687949731
263941_at	15	19.4	14	7.3	17.9	13	11.4	8.6	12.4	12	19.7	3.9	10.1	19.1	13.3	6.8	22	13.1	13.2777777777778	22	21.9999460159307	0.918391528889242
263942_at	153.2	184.7	163.1	184	188.6	149.8	128.3	157.3	149.8	102.5	196.4	162	71.5	112.1	45	70.4	45.8	93	130.972222222222	196.4	6.84001340817757	0.896343401775147
263943_at	267.8	238	201.5	179.5	125.4	168.2	360.1	239.5	195.4	228.6	274.9	279.4	294.7	207.8	164.8	121.9	143.5	198.8	216.1	360.1	20.0593760662571	0.0182968624507247
263944_at	1.6	2.4	0.3	0.3	2.6	3.6	0.3	0.5	3.5	0.2	0.4	3.3	1.9	3	0.6	0.9	0.5	4.4	1.68333333333333	4.4	19.2360330391251	0.215076356398977
263945_at	0.8	1.2	0.6	0.7	1	1.1	1	0.8	2.1	0.8	1.9	1.2	1.5	1.6	1.5	0.7	1.1	1	1.14444444444444	2.1	18.8276942479105	0.547311577138886
263946_at	190.7	170.8	160.3	146.8	155.8	178.6	209.5	183	148.8	156.9	176.2	181.4	201.1	192.8	148.1	156.5	163.1	190.8	172.844444444444	209.5	0.371373433860498	0.00492313190728017
263947_at	27.5	19.3	11.4	29.9	28.8	28.2	32.3	36.3	25.4	22.4	21.8	38.9	45.7	21.4	26.6	26.8	37.8	50.1	29.4777777777778	50.1	24.1437386041084	0.0359595545248242
263948_at	1.1	0.8	1	0.6	0.4	1.3	0.4	0.8	0.9	0.6	0.5	0.5	1.5	2.8	8	9.6	7.7	1.5	2.22222222222222	9.6	5.49973454206191e-05	0.232005952917166
263949_at	436.1	326.5	336.6	294.2	417.9	445.2	403	334.8	252.5	308.9	303.3	332.5	416	210.4	254.8	231.8	302.2	369.7	332.022222222222	445.2	12.9784954154677	0.0206075763898525
263950_at	1.5	0.7	0.9	0.6	3.1	1.7	0.6	1.6	0.5	1.3	0.8	1.6	1.6	3.3	2	6.4	2.9	2	1.83888888888889	6.4	20.53069639409	0.562194568811459
263951_at	233.7	260.4	203.8	212.4	233.6	225.6	211.4	223.4	226.1	171.8	232.6	244.5	210.2	190	160.2	174.5	164.2	161.6	207.777777777778	260.4	14.8372042218464	0.416490692447866
263952_s_at	710.3	675.5	592.3	653.4	743.4	668.5	616	627.1	694.4	486.8	581.6	678.7	534.7	504.2	411.2	670.2	596.1	591.2	613.088888888889	743.4	0.683495353593291	0.64202928183791
263953_at	40.9	37.8	22.7	4.3	14.7	29.6	33.9	19.6	2.2	21.8	37.1	23.1	42.7	27.6	18.5	3	33	44	25.3611111111111	44	21.3415105024065	0.00989205697283015
263954_at	253.6	282.1	209.6	273.3	200.2	225.8	257	236.5	290.1	235.9	270.8	330.1	275.2	271.6	238.9	295.5	223	289.1	258.794444444444	330.1	21.3909134626569	0.798648617539049
263955_at	23.4	38.9	36.5	38.4	34.6	30.7	30.3	42.3	34.7	47.7	41.9	30.9	30.1	62.1	41.3	49	55.8	32.5	38.95	62.1	10.4802356090035	0.0786519747719732
263956_at	141.8	120.8	47.4	92.8	65	121.2	103.3	110.6	125.5	50.9	95.3	127.1	169.5	119.6	76.3	96.2	88.7	94.1	102.561111111111	169.5	21.2058331303585	0.00835011830530928
263957_at	133.1	79.7	77.9	73.3	118.9	110.1	67.4	156.9	126.9	90.8	66.2	142.6	40.8	65.6	85.6	50.6	122.4	78.7	93.75	156.9	3.8283783147186	0.819958244304441
263958_at	84.4	100	94.5	104.4	102.7	95.1	74.6	114.8	114.8	113.9	95.9	91.9	108.2	118.3	123.3	126	133.3	117.4	106.305555555556	133.3	18.6049066934867	0.174962409500305
263959_at	0.5	1.3	0.8	0.6	0.9	0.7	0.7	0.7	0.6	0.6	0.5	0.5	1.9	1.1	1.5	0.7	0.8	1.1	0.861111111111111	1.9	9.4099188252614	0.441237009251138
263960_at	17.8	24.1	28.2	23.8	22.7	21.4	21.3	40.1	36.8	53.7	26.4	35.8	6.5	43.8	51.9	33.8	41.5	14.8	30.2444444444444	53.7	3.73222179266359	0.0585843315426113
263961_at	14.2	17.5	14.2	12.6	13.5	19.9	18.1	11.8	7.2	11.8	17.8	15.8	3.7	25.1	14.5	34.9	24.3	15	16.2166666666667	34.9	10.5066042677483	0.679324326129861
263962_at	49.4	78.2	73.4	42.7	48.8	46.2	44.8	56.5	48.4	65.6	72	56.3	47.7	88.6	75.3	49	58.6	59.6	58.95	88.6	2.6764374952443	0.338938188527475
263963_at	5.9	7.5	4.3	2.5	4.7	8.8	4.2	3.8	1.5	2.6	2.1	10.7	9.1	3.1	2.8	1	0.9	11.3	4.82222222222222	11.3	20.3182344005329	0.0216096363461497
263964_at	0.5	1	0.4	0.6	0.8	0.8	0.4	0.4	0.3	0.5	0.8	0.4	0.5	1.2	0.8	1.4	0.8	1.4	0.722222222222222	1.4	21.9999460159307	0.376341493458051
263965_at	1.3	0.4	0.8	0.6	0.6	1.7	0.4	1.5	0.8	0.4	1	2.7	0.6	0.9	0.9	1	1.2	0.5	0.961111111111111	2.7	21.9205636654089	0.799669415766692
263966_s_at	0.1	0.7	0.9	0.1	0.4	0.3	0.6	0.3	0.4	0.2	0.4	0.4	0.6	4.7	0.7	5.7	0.5	0.4	0.966666666666667	5.7	6.4336262400656	0.439232191655229
263967_at	0.1	0	0.1	0	0.1	0	0	0.1	0.1	0	0	0.1	0.4	0.3	1.3	0.1	0.3	0.1	0.172222222222222	1.3	5.3580350406683	0.766815636370857
263968_s_at	0.5	0.4	0.7	0.4	0.3	0.4	0.4	0.4	0.3	0.2	0.3	0.3	0.6	4.1	0.9	2	0.6	1	0.766666666666667	4.1	10.323525276313	0.76999178563996
263969_at	0.4	0.4	0.4	0.3	0.6	0.4	0.3	0.3	0.4	0.2	0.3	0.3	0.6	0.5	0.8	0.7	0.3	0.6	0.433333333333333	0.8	10.3922613178758	0.896059529353291
263970_at	1	1.2	1.2	1.2	0.9	1.2	1	1	0.9	0.9	1.1	0.6	1.5	1.7	2	1.1	1.6	1.5	1.2	2	16.2797361371903	0.819191799977108
263971_at	30.2	39.4	32.2	45.1	35.4	29.6	29	31	37.9	27.2	34.8	17.8	35.7	46.7	45	34.6	30.7	44.6	34.8277777777778	46.7	9.18655590717268	0.25871006071734
263972_at	52.8	77.1	61.6	61.2	54.6	56	29	60.7	73.6	46.3	92.3	56.2	62.6	53.8	54.3	44.5	82.5	75.5	60.8111111111111	92.3	15.0482511733236	0.81685908401368
263973_at	151	221.9	174.8	194.8	185.1	163	212.9	156.4	173.3	214.7	244.5	155.7	172.4	200.3	163.5	129.2	119.4	158.9	177.322222222222	244.5	19.7942765385647	0.7730446813227
263974_at	9.2	10.3	16.1	8.1	8.2	14.5	11.8	10.5	8.6	10.2	10.3	9.6	2.9	6.5	7.8	17.6	14.5	12.6	10.5166666666667	17.6	15.8721159883694	0.556795017355811
263975_at	45.8	110.2	94.1	84.1	66.4	40.6	50.4	74.7	98.9	92.7	70.2	50.8	27.5	81.4	76.1	79.1	47.3	9.8	66.6722222222222	110.2	7.8121487533248	0.00232585607028902
263976_at	29.6	39.4	30.6	29.5	32.2	29	33.2	20.1	36.5	32.9	39.7	37	47.7	33	39.4	28.7	62.1	28.6	34.9555555555556	62.1	9.9501485202674	0.912204582631726
263977_at	1	1.8	1.3	0.9	1	1.1	1.6	1.4	1	1.3	1.7	4.1	5.8	3.5	1.9	2.4	1.9	4.9	2.14444444444444	5.8	4.5511354457174	0.791845038314055
263978_at	464.2	489.3	550.7	500.1	525.8	532.7	373.2	532.6	502.5	534.9	462.3	489.3	430.9	480.4	598.5	561.4	626.5	580.4	513.094444444444	626.5	12.0519948349812	0.103085650214986
263979_at	869.8	775.4	727.6	665.8	674.3	756	953	783.2	729.7	894.4	1006.8	938.8	652.5	749	659.2	585.1	640.3	675	763.105555555555	1006.8	14.0077160071246	0.219309276319515
263980_at	332.8	362.5	328.7	369	400.2	374.8	397.8	362.7	375.9	371.4	403.8	397	356.6	325.1	346.8	305.3	363.6	354.3	362.683333333333	403.8	0.9536918560744	0.13649762745673
263981_at	47.5	20.2	29	14.1	26.9	30.7	32.7	26.7	4.7	40.7	22.8	20.5	33.5	16.9	14.2	2.7	15.9	38.2	24.3277777777778	47.5	0.184179740946902	0.00909851724468826
263982_at	7.1	16.2	2.3	9.4	5.9	10.3	8.3	8.9	3.1	1.8	5.7	6.5	14	15.1	8.4	15.6	8.2	4.8	8.42222222222222	16.2	6.01130306088082e-05	0.386918350016755
263983_at	163.3	105.2	74.9	88.5	129.7	107.1	118.8	95.8	68.6	105.5	98.7	128.6	173.4	89.5	103.7	98.8	136.7	139.6	112.577777777778	173.4	20.9936226662038	0.00747072469878205
263984_at	40.3	41.4	44.6	45.9	55.7	50.9	43.4	50.9	42.6	44.4	49.7	48.1	68.1	78.6	80.2	71.3	79.5	81.2	56.4888888888889	81.2	19.2536773592143	0.800913112246271
263985_at	315.7	307.5	164.6	134.5	184.1	262.9	299.5	164.9	119.3	159.4	255.7	233.7	292.3	268.7	133.7	97.7	172.7	182.2	208.283333333333	315.7	20.2605121198292	0.0125015421361417
263986_at	122.2	133.2	222.2	183.5	153.1	138.6	113.5	113	221.1	175.4	115	169.6	97	121.6	177	127	98.7	105.4	143.727777777778	222.2	9.7002859981051	0.0413547101809608
263987_at	1022.5	1191.5	655.7	880.3	912.8	898.9	923.4	947.9	912.2	625.9	1110.1	930.9	749.4	771.1	446.8	745.6	655.7	646.5	834.844444444444	1191.5	1.6985840658195	0.454773873805126
263988_at	8.2	4.8	4	9.9	2.8	8.9	3.1	9.9	2.3	14.7	6.6	2.4	6.2	39.1	4	20.2	1.9	11.9	8.93888888888889	39.1	7.9200184414473	0.761826069711484
263989_at	141.6	165.8	166.9	158.9	146.4	127	124.3	161.5	161.9	175.9	187.7	191.2	170.2	197.5	165	171.9	169.7	169.5	164.05	197.5	20.0822792073309	0.680837706164639
263990_at	192.2	165.7	125.3	132.2	167.2	157.8	205.2	144.8	122.5	113.1	153.7	129	209.8	174.3	151.2	154.6	153.9	206	158.805555555556	209.8	23.120105255341	0.00308460195976934
263991_at	5.8	6.5	7.4	2.9	3.9	5.5	1.1	4.4	1	1.2	1.4	6.6	2.8	10.9	2.2	11.8	2.2	1.5	4.39444444444444	11.8	3.3259778891849	0.636014110740935
263992_at	0.7	0.6	0.7	0.6	0.7	0.9	0.6	0.8	0.7	0.5	0.5	0.9	0.5	1.7	0.8	0.8	1.9	1.5	0.855555555555556	1.9	22.5566747437404	0.763902198901885
263993_at	6.4	11.8	12.9	1.7	8.7	9	6.1	11.1	1.1	11.3	7.5	2.5	1.6	3.4	9.4	10.2	6.6	7.9	7.17777777777778	12.9	5.06295536879049e-05	0.478073709606289
263994_at	1.3	2.3	0.3	0.2	1.3	0.8	0.4	0.3	0.2	0.6	0.2	0.3	0.6	2.4	0.8	2.4	3	1.8	1.06666666666667	3	5.49973454206191e-05	0.896003464404765
263995_at	86.3	114.1	98.2	89.3	81.9	82.9	65.2	85.5	85.7	84.3	96.7	75.3	64.8	104.5	111.6	81.3	48	65.8	84.5222222222222	114.1	2.462987188421	0.0306749350852296
263996_at	45.9	55.9	63.3	57.2	51.5	54.4	56.6	39.6	42.4	47.7	61	37.5	44.4	62.7	44.5	40.2	55.4	62.3	51.25	63.3	19.5332925100986	0.833455280453182
263997_at	1.8	5.6	5.5	3.3	4.3	1.6	1.6	0.4	3.7	1	3.7	1.1	1.8	13.1	12.8	14.4	18.4	6.2	5.57222222222222	18.4	17.0507131175943	0.311522391533372
263998_at	7	7.1	8	7.8	7.1	11.7	4.9	11.5	7.8	4.3	5.1	8.9	15.9	8.4	1.4	15.5	15.2	7.8	8.63333333333333	15.9	21.5407437525935	0.715984529157923
263999_at	57.3	67.5	67.9	55.5	61	58.3	52.6	46.3	53.3	69.9	63.9	59.6	65.1	63.1	73.6	81.1	61.9	70.3	62.6777777777778	81.1	13.0063167431951	0.413248066038706
264000_at	100.7	126.6	214.6	271.3	275.2	140.2	80.4	239.1	318.1	172.1	122.4	169.2	96.6	188.3	240.3	390.5	284.1	175.1	200.266666666667	390.5	17.4066047296969	0.00083981974756791
264001_at	42.8	31.2	19.8	23.9	29.9	46.6	43.8	31.5	25.1	20.1	28.3	36.4	43.4	25.7	15.4	24.7	42.2	55.9	32.5944444444444	55.9	0.432383401185398	0.00126684115223147
264002_at	95.6	230.1	140.1	248.5	154.9	95.4	86.2	146.3	230.4	137.9	223.7	133.2	61.3	121.7	111.5	132.5	71.4	69.1	138.322222222222	248.5	11.7104282174848	0.112086755958437
264003_at	43.8	43	39.5	53.3	53.2	38.8	42.8	44.1	52.4	43.1	46.3	41.6	31	41.8	41.3	53.6	44.7	47.6	44.55	53.6	17.4662399484544	0.0535792706173746
264004_at	351.8	298.1	360.4	367.5	455.7	360.4	306.7	366.7	360.8	372.3	287	330.4	327.3	268.2	273.1	391.4	326.6	322.8	340.4	455.7	17.6039375521939	0.305768300490087
264005_at	20.8	4.9	2.6	2	3.6	10.6	25.8	2.6	9.8	8.8	17.1	16.1	37.2	23.8	4.8	1.9	2.3	3.3	11	37.2	19.7688185056621	0.0142602903815105
264006_at	337.6	489	640.9	510.5	338.8	275.8	186.3	347.5	564.3	479.1	416.8	310.1	184.3	357.7	385.1	413.2	244.7	238.4	373.338888888889	640.9	8.6836390374792	0.0040780128664111
264007_at	257.3	265.6	213.7	192.8	206.1	215.2	280	187.7	174.1	206.8	288.3	202.6	181.7	262.9	197.1	159	177.5	172.9	213.405555555556	288.3	18.9580649926152	0.248703228125054
264008_at	175.7	117.9	93.7	102	137.8	159.7	185.6	120.2	84.8	90.8	101.3	124.6	143.3	94.9	132.6	118.4	160.7	127.1	126.172222222222	185.6	0.1651603776691	0.0221822255428768
264009_at	8.3	11.4	7.5	9.8	13	11.2	10.2	11.2	4.8	6.4	11.2	8.5	12.9	15.9	9.7	17.9	12.3	18.6	11.1555555555556	18.6	16.2069567041175	0.52047555969608
264010_at	6.8	1.3	1.9	1.7	5.7	1.9	3.6	7.4	3.8	3.4	5.5	0.6	1.4	10.5	12.4	10.7	10.5	7	5.33888888888889	12.4	2.7309983043196	0.743421329972314
264011_at	25.8	32.8	32	30.9	26.2	26	27.8	46.2	36.4	37.9	32.7	37.1	26	27.1	27.7	10.8	8.9	11.7	28	46.2	9.9845760223427	0.355661287569143
264012_at	100.1	104.7	76.9	63.1	104.4	82.9	82.2	96.8	46.9	79.5	93.6	76	85.9	64.3	74.5	63.7	92.6	100.4	82.6944444444444	104.7	5.49973454206191e-05	0.14120041913067
264013_at	22.1	34.8	33.3	33.1	35.5	36.1	34	39.4	31.2	30.1	31.2	31.8	29.2	34	33.3	18.8	30.7	24.2	31.2666666666667	39.4	18.8403554047891	0.710347166502193
264014_at	921.6	474.2	283.9	347.5	534.1	776.6	929.9	574.1	418.4	255	438.8	644.3	999.2	362.8	222.8	397.2	671.7	777.4	557.194444444444	999.2	0.227818093369997	7.8054027400218e-07
264015_at	40.3	45.6	30.5	35.6	43.7	36.9	30.8	45.7	57.8	34	64.7	48.9	61.8	67.3	47.3	69.9	55.9	30.1	47.0444444444444	69.9	5.333394919644	0.859862750887117
264016_at	15.9	15.9	4.9	1.1	6.4	13.6	13.3	5.8	0.6	0.6	4.5	5.7	20.6	19.6	1.3	6.9	6.8	5.6	8.28333333333333	20.6	1.58281643092511	0.026626950458162
264017_s_at	244.9	184.2	146.9	192.4	253.3	247.2	199.8	197.7	208.8	146.1	177.7	194	113	107	108.5	144.2	115.3	169.3	175.016666666667	253.3	22.9300940372203	0.411344371927061
264018_at	2025.2	1969.2	1932.1	1966	1867.9	1902.6	2136.7	1806.8	1875.2	2000.3	2063.7	2139.2	1688.7	1494.5	1356	1443.5	1427.5	1557.3	1814.02222222222	2139.2	13.603309922987	0.722666180325019
264019_at	50	47.4	399.3	458.9	165.7	90.7	76.6	153.2	491.5	440.7	57.8	116.8	44.6	54.1	403.5	456.7	141.3	114.6	209.077777777778	491.5	16.7103757398182	0.0272114429903649
264020_at	558.6	615.9	605.4	649.6	614.4	522.1	545.1	567	617.9	605.4	645.1	514.7	591.1	620.4	603.9	631.3	523.6	525.3	586.488888888889	649.6	4.1394799025382	0.0231155164730295
264021_at	21.3	15.9	13.7	9.6	12.3	18.6	18.3	9.7	7.5	8.5	17.4	10.9	20.6	3.7	18.4	19	18.5	13.2	14.2833333333333	21.3	5.49973454206191e-05	0.314996434109978
264022_at	480.6	291.7	114	150.9	303.1	415.5	501.6	142	127.8	95.4	256.9	280.8	536.5	189.4	101.4	101.4	219.5	299.1	255.977777777778	536.5	23.1729381770863	0.00789560842828466
264023_at	96.5	111.6	107.2	99.3	122.5	102.5	109.6	107.1	82.2	97.9	82.5	96.8	63.8	79.8	73.1	79.3	76.8	72	92.25	122.5	14.5245291518068	0.89957156146569
264024_at	48.4	72.4	42.8	37.3	52.4	53.4	42.5	34.2	40.1	42.7	54.2	40.1	49.7	68.4	55	50.5	43.3	31.3	47.7055555555556	72.4	1.1919768194073	0.754750317437566
264025_at	83.9	107.3	81.1	73.2	64.3	84.2	83.7	78.1	104.5	64.5	117.1	95.3	83.6	140.2	66.7	104.6	76.3	90.7	88.85	140.2	23.3703254352602	0.763667823476903
264026_at	11	4.8	6.2	9.1	5.7	16.8	25.1	30.3	19.6	30.6	27.7	33.7	37.6	19.7	40.5	26	50.6	36.6	23.9777777777778	50.6	21.2090926089773	0.609244002916535
264027_at	30.8	52.1	59.6	54.4	60.5	41.4	44	43.1	60.2	58.8	50.8	38.6	44.7	59.8	62.8	38	78.3	27.8	50.3166666666667	78.3	4.4201937663227	0.0445427275991829
264028_at	509.4	546.9	689.4	675.4	644.8	572.3	480.4	563.1	568.1	639.4	542.4	518.9	491.9	494.6	596	772.7	524	494.1	573.544444444444	772.7	13.3227601692923	0.00428922898642622
264029_at	0.3	1.1	1.9	0.3	0.6	0.3	0.2	3.5	0.8	0.5	0.3	0.3	0.7	1.2	1.3	0.7	2.3	0.4	0.927777777777778	3.5	5.7171003680869	0.0226379392480233
264030_at	0.7	1.7	1.7	1	1.1	1.2	1.1	1.7	0.9	1	1.6	0.4	1.1	2.9	1.2	1.3	2.3	2.4	1.40555555555556	2.9	13.695856723511	0.90570823595932
264031_at	79	103.6	94.5	93.4	84	82.7	105.1	111.6	91.8	104.5	112	95.4	84.3	92.6	80.3	84.4	83.3	79.7	92.3444444444444	112	9.5296674805053	0.583201644299168
264032_at	55.5	67.6	72.5	64.2	67.9	70.3	61.5	48.3	61.9	54.2	54.8	50.3	42.7	50.1	64.9	66.7	49.4	32.5	57.5166666666667	72.5	12.0601462263021	0.178990272673017
264033_at	4.6	7.4	10.5	13.4	11.6	12.6	5.7	13	8.1	9.3	9.4	4.8	8.2	16.1	18.8	22.7	20.8	20.4	12.0777777777778	22.7	17.1362936939872	0.311427106446908
264034_s_at	4.2	4.3	3	2.7	3	3.2	2.4	3	1.5	2.4	3.7	2	1.5	7.8	2	4.2	2.8	4	3.20555555555556	7.8	9.7221350610409	0.865810649383283
264035_at	6.2	1.6	2.5	1.8	2.4	7.6	1.3	1	0.9	0.9	1.9	0.5	2.6	1.6	1.2	4.2	6	5.8	2.77777777777778	7.6	5.49973454206191e-05	0.0774800755046223
264036_at	29.2	29	27.1	21.4	23.5	25.3	24.2	17.1	21.3	23.7	26.9	21.1	26.2	37	44.6	40.8	29.1	32.2	27.7611111111111	44.6	9.7148547019073	0.87620601822752
264037_at	336.1	241.6	162.5	195.8	188.4	306.9	391.9	235.2	174.7	170.8	256.5	293.8	532.8	347.1	224.1	263.8	328.6	417.7	281.572222222222	532.8	16.3020572280134	0.0019663233517418
264038_at	141.6	136	169.6	173.4	167.2	167	151	129	151.7	143.6	139.3	155.3	195.6	137.7	176.1	145	148.7	135.4	153.511111111111	195.6	4.6322769218004	0.739123860974608
264039_at	1.8	3.5	3.6	1.7	0.8	3.5	0.8	0.8	2.8	3.5	0.7	0.5	1	1.4	4.5	2.7	2.1	1.2	2.05	4.5	5.49973454206191e-05	0.072033787640739
264040_at	197.9	109.9	46.9	46.5	61	138.2	259	82.1	53.6	47.3	111.2	121.2	187.2	104.3	45.2	39.4	89.9	118.5	103.294444444444	259	0.00843796140379993	0.00436876440508246
264041_at	65.1	61.1	36.6	73.2	53.3	78.8	76	72.1	59.1	43.9	64.7	79.2	101.4	59.4	52.7	43	50.4	82.7	64.0388888888889	101.4	19.0110905660008	0.00179449716722377
264042_at	21.9	68.3	50.6	46.6	47.1	76.6	40.3	34.3	37.4	43.7	47.7	22	50	38.2	30.4	46.4	23.7	26.8	41.7777777777778	76.6	16.0573248749642	0.741346985764164
264043_at	66.5	39.7	42.4	43.5	53.3	69.3	71.8	51.5	40.3	41.8	43.6	60	94.6	45.9	51.1	47.9	69.9	61.4	55.25	94.6	23.4362621065443	0.00592932547360879
264044_at	133.6	150.9	154	157.8	135.4	166.6	139.5	160.8	195.8	181.4	153	151.4	117.3	181.8	246.2	230.5	222.3	211.5	171.655555555556	246.2	6.982668224292	0.189814044447579
264045_at	64.6	14.5	244.7	256.1	196.5	117.9	38	245	290.4	237	9.3	169.4	26.2	28.2	228.6	179	190	130.4	148.1	290.4	18.1380506779963	0.0509490328920527
264046_at	8	6.4	1.5	4	1.5	2.6	0.8	1.1	5.6	6.2	5.1	1.3	1.1	3.3	15.6	5.8	7.1	2.9	4.43888888888889	15.6	9.7273771657394	0.338040842680474
264047_at	15.7	20.7	20.3	17.9	17.9	12.5	13.8	16.5	22	28.5	21.4	11.7	8	29.6	21.3	23.7	31.4	14.1	19.2777777777778	31.4	17.9999460159307	0.0343451498176524
264048_at	123.4	149	217.2	167.5	168.6	145.2	117.8	178.4	185.6	271.2	158.7	165.8	125.5	155.1	223.7	155.3	142.9	145.6	166.472222222222	271.2	10.2862422910028	0.00753997629370144
264049_at	8.4	7.7	11	12.5	7.8	13.9	8.6	7.5	13.8	10.3	12.8	8.2	7	21.2	16.7	4.1	18.8	16	11.4611111111111	21.2	21.9999460159307	0.807719458719875
264050_at	2.3	1.3	0.7	0.7	1.6	8.4	3.4	6.1	5.6	2.2	5.6	0.5	16.3	5.1	3.8	1.7	7.1	1.2	4.08888888888889	16.3	22.2159537021646	0.887989358517178
264051_at	0.5	9.7	9.5	0.7	9.6	2.1	1.2	4.2	3	1.7	1.3	1.1	4.8	1.7	17.5	18.8	7.7	8.4	5.75	18.8	8.88111975229855	0.321010893351573
264052_at	267.1	212.2	181	204.7	216.9	234.8	241.9	122	255.6	97.9	152	243.6	327.3	139.8	137.5	188.4	231.7	330	210.244444444444	330	21.0825929147357	0.0355293670646265
264053_at	2.6	3.4	1.4	2.1	1.1	4.4	2.2	13.2	2.2	2.6	2.6	9.2	7.8	4.2	10.2	8.1	3.1	3.2	4.64444444444444	13.2	1.7413113785144	0.647564950191258
264054_at	427.3	683.5	577.5	526.8	426.2	419.5	351	394.5	495	528.5	629.5	454.4	323.6	644.9	557.6	434.5	378.5	440.3	482.95	683.5	20.9857029198758	0.140293342918236
264055_at	19.7	22.8	26	21.9	19	26	17.3	29.5	21	25.4	20.9	15.3	22.4	15.6	23	19.1	21.3	36	22.3444444444444	36	7.6982034509369	0.652206598268529
264056_at	86.3	113.3	117.7	102.2	94.9	82	68.3	73.9	65.9	82.6	95.4	70.2	75.6	105.3	72.4	86.8	101.2	94.6	88.2555555555556	117.7	17.9999460159307	0.643672185081528
264057_at	131.2	216.6	174.2	159.5	159.4	149.1	107.5	134.9	140.7	195.3	214.1	177.5	81.5	249.4	235.7	150.6	160.3	145.3	165.711111111111	249.4	3.9187652395814	0.303343403098337
264058_at	7.3	2.4	1.2	1.6	1.7	4.8	4.6	5.7	1.7	5.2	1.7	1.4	9.8	8.8	9.8	1.8	2.9	5.1	4.30555555555556	9.8	1.858707822312	0.092289935920893
264059_at	35.7	42.1	33.2	27.8	39.2	44	40.3	29.7	27	30.5	36	27.4	46.4	40	31.2	23.6	35.8	37	34.8277777777778	46.4	10.9839092052941	0.0400954124700398
264060_at	22.9	25.5	18.5	19.4	9.5	20.4	34	33.2	26.8	27.4	30.2	37.5	27.6	40.6	33.2	21.3	54.6	38.6	28.9555555555556	54.6	21.9999460159307	0.595984732848989
264061_at	88.8	122.5	193.5	162.2	136.9	135.5	117.2	97.8	145.7	185	155.3	100.8	98.4	127.8	185.5	149.5	122.9	118.3	135.755555555556	193.5	4.6437660901755	0.00320486445369005
264062_at	31.7	41	31.6	24.5	19.3	21.8	37.2	32.5	33.4	36	39.3	33.8	16.1	20.9	20.7	30.8	29.3	21.6	28.9722222222222	41	7.691442696685	0.826416036845548
264063_at	68.8	63.9	82.1	89	78.9	69.7	77	102.2	98.7	92.3	71.7	78.8	42.6	69.4	74.6	54.5	59.8	61.4	74.1888888888889	102.2	8.358108312889	0.237059049549059
264064_at	61.5	75.6	67.1	42.4	63.9	55.2	63.4	74	53.1	53.8	66.5	72.5	55.9	68.7	54	59.4	64.6	75.2	62.6	75.6	20.9291519855095	0.250222906800275
264065_at	16	6.4	1.8	2.5	1.9	1.8	25.9	26.1	22.4	25.4	17.2	27.9	31	37.3	32.9	20	23.1	12.3	18.4388888888889	37.3	0.798626268434703	0.451759176609974
264066_at	3.9	2	10.1	3.2	3.1	6.7	1.5	1.5	1.6	1.9	4	0.6	4.3	4.3	14.3	4.4	6.2	4.8	4.35555555555556	14.3	13.2021105562852	0.489073810116718
264067_x_at	0.6	0.8	0.7	0.6	0.7	0.7	0.6	0.5	0.4	0.6	0.7	0.4	1.3	1.6	1.5	0.8	0.9	0.9	0.794444444444444	1.6	5.3797547094388	0.892042278816402
264068_at	17	16.5	15.2	14.3	13.9	17.4	16.4	16.6	12	14.7	20.1	12.2	21.2	29	4.4	21.1	15.4	14.1	16.1944444444444	29	22.9525112784392	0.797294103607171
264069_at	1158.4	1578	1750	2427.5	2005.5	1387.3	1576.9	2253.1	2326.4	2197.5	2076.2	2111.8	1514.7	1986.3	2381.3	2773.8	2320	1953	1987.65	2773.8	20.0551427276159	0.00597163314585119
264070_at	208.1	151.1	237.2	173.6	221.8	211.3	215.5	188.3	192.9	196.9	170.1	243.8	178.5	135.4	162.8	192.5	132	148	186.655555555556	243.8	18.4790885747404	0.825344864236652
264071_at	33.2	48.5	98.4	152.7	108.8	65.9	38.7	88.1	149.2	145.3	35.8	77	43.1	64.8	106.1	158.6	90.1	66.9	87.2888888888889	158.6	17.3507978445758	0.00240767225961279
