ID	LD00	LD04	LD08	LD12	LD16	LD20	LD24	LD28	LD32	LD36	LD40	LD44
AT2G48060	8.9	10.43	12.59	10.65	5.33	8.12	7.68	8.52	10.14	16.04	7.48	8.37
AT2G48060	4.43	3.59	3.72	3.95	4.79	4.45	4.57	3.78	4.23	4.7	3.88	4.25
AT2G48060	4.43	3.59	3.72	3.95	4.79	4.45	4.57	3.78	4.23	4.7	3.88	4.25
AT2G48060	4.43	3.59	3.72	3.95	4.79	4.45	4.57	3.78	4.23	4.7	3.88	4.25
AT2G48080	7.53	5.11	7.21	5.45	10.17	8.72	7.97	6.21	5.62	5.96	5.33	6.02
AT2G48110	6.08	6.89	5.69	5.08	6.25	5.32	6.51	8.91	8.64	7.12	7.27	7.26
AT2G48020	399.81	531.2	205.93	65.61	161.11	206.57	278.83	670.7	252.15	88.8	151.96	242.91
AT2G48020	399.81	531.2	205.93	65.61	161.11	206.57	278.83	670.7	252.15	88.8	151.96	242.91
AT2G48020	399.81	531.2	205.93	65.61	161.11	206.57	278.83	670.7	252.15	88.8	151.96	242.91
AT2G48020	399.81	531.2	205.93	65.61	161.11	206.57	278.83	670.7	252.15	88.8	151.96	242.91
AT2G48090	3.49	3.4	3.74	4.76	4.59	3.85	4.24	3.87	4.72	4.56	3.77	4.67
AT2G48090	3.49	3.4	3.74	4.76	4.59	3.85	4.24	3.87	4.72	4.56	3.77	4.67
AT2G48100	149.11	161.71	187.44	176.02	124.89	176.59	169.48	200.93	150.26	160.28	137.39	167.6
AT2G48100	149.11	161.71	187.44	176.02	124.89	176.59	169.48	200.93	150.26	160.28	137.39	167.6
AT2G48100	149.11	161.71	187.44	176.02	124.89	176.59	169.48	200.93	150.26	160.28	137.39	167.6
AT2G48100	149.11	161.71	187.44	176.02	124.89	176.59	169.48	200.93	150.26	160.28	137.39	167.6
AT2G48100	149.11	161.71	187.44	176.02	124.89	176.59	169.48	200.93	150.26	160.28	137.39	167.6
AT2G48100	149.11	161.71	187.44	176.02	124.89	176.59	169.48	200.93	150.26	160.28	137.39	167.6
AT2G48100	149.11	161.71	187.44	176.02	124.89	176.59	169.48	200.93	150.26	160.28	137.39	167.6
AT2G48100	149.11	161.71	187.44	176.02	124.89	176.59	169.48	200.93	150.26	160.28	137.39	167.6
AT2G48030	48.26	46.09	70.62	71.73	116.57	47.99	60.7	50.91	68.38	66.58	93.69	47.03
AT2G48030	48.26	46.09	70.62	71.73	116.57	47.99	60.7	50.91	68.38	66.58	93.69	47.03
AT2G48010	14.31	14.33	9.88	9.06	10	12.52	15.47	12.77	9.73	11.87	13.51	12.09
AT2G48070	242.65	273.01	209.35	319.87	339.48	246.09	238.75	312.25	229.95	275.96	283.73	303.32
AT2G48070	242.65	273.01	209.35	319.87	339.48	246.09	238.75	312.25	229.95	275.96	283.73	303.32
AT2G48070	242.65	273.01	209.35	319.87	339.48	246.09	238.75	312.25	229.95	275.96	283.73	303.32
AT2G07240	3.35	3.34	3.49	3.22	3.93	3.96	3.28	3.56	3.72	3.14	3.98	3.69
AT2G07340	93.35	63.61	64.07	73.6	135.23	116.68	104.17	60.62	73.03	97.61	81.41	125.74
AT2G07340	93.35	63.61	64.07	73.6	135.23	116.68	104.17	60.62	73.03	97.61	81.41	125.74
AT2G07340	377.35	302.71	249.02	348.48	405.62	454.69	348.31	310.62	328.14	343.22	309.61	507.41
AT2G07340	377.35	302.71	249.02	348.48	405.62	454.69	348.31	310.62	328.14	343.22	309.61	507.41
AT2G07360	505.4	493.63	546.61	500.54	655.31	579.38	523.52	478.71	447.05	402.09	534.42	533.07
AT2G07360	505.4	493.63	546.61	500.54	655.31	579.38	523.52	478.71	447.05	402.09	534.42	533.07
AT2G07360	119.47	145.1	157.75	106.54	168.83	137.64	162.8	121.74	191.97	208.16	223.83	179.42
AT2G07360	119.47	145.1	157.75	106.54	168.83	137.64	162.8	121.74	191.97	208.16	223.83	179.42
AT2G07440	9.66	9.23	8.67	9.47	10.43	9.58	8.56	9.24	8.26	8.05	11.68	7.92
AT2G07280	3.16	3.1	3.12	3.89	4.25	3.59	3.21	2.89	3.87	3.41	5.08	3.2
AT2G07290	4.77	4.19	3.68	4.62	4.15	4.75	4.19	3.96	5.1	3.55	4.22	3.61
AT2G01210	4.5	7.29	6.17	6.3	9.18	5.26	5.43	4.53	9.79	8.2	7.2	6.26
AT2G01170	15.01	16.81	128.51	124.78	76.06	40.61	17.26	21.8	200.09	90.57	75.38	50.53
AT2G01170	15.01	16.81	128.51	124.78	76.06	40.61	17.26	21.8	200.09	90.57	75.38	50.53
AT2G01280	3.84	4.83	4.22	5.04	4.76	4.77	4.6	4.55	4.09	3.68	4.8	3.72
AT2G01280	3.84	4.83	4.22	5.04	4.76	4.77	4.6	4.55	4.09	3.68	4.8	3.72
AT2G01280	3.84	4.83	4.22	5.04	4.76	4.77	4.6	4.55	4.09	3.68	4.8	3.72
AT2G01390	4.19	3.99	4.01	4.48	4.51	4.57	4.16	3.99	3.89	4.26	4.7	4.07
AT2G01220	75.8	120.06	102.81	81.69	103.81	94.55	100.11	133.96	102.92	109.03	110.24	133.5
AT2G01220	75.8	120.06	102.81	81.69	103.81	94.55	100.11	133.96	102.92	109.03	110.24	133.5
AT2G01310	4.67	5.02	5.73	5.35	5.06	5.82	4.88	6.1	5.2	4.61	5.23	4.16
AT2G35780	442.09	719.83	769.26	779.51	742.82	564.93	596.51	722.83	996.2	967.75	645.65	623.36
AT2G35730	4.91	4.63	5.43	4.84	5.56	6.24	5.39	5.25	4.74	5.35	5.09	5.16
AT2G35730	4.91	4.63	5.43	4.84	5.56	6.24	5.39	5.25	4.74	5.35	5.09	5.16
AT2G35710	7.04	6.76	7.98	6.37	9.35	7.04	7.41	6.71	6.45	5.7	9.21	6.82
AT2G35710	7.04	6.76	7.98	6.37	9.35	7.04	7.41	6.71	6.45	5.7	9.21	6.82
AT2G35710	7.04	6.76	7.98	6.37	9.35	7.04	7.41	6.71	6.45	5.7	9.21	6.82
AT2G35790	243.8	100.7	80.38	147.85	162.05	228.97	234.4	102.73	144.58	150.94	134.04	233.49
AT2G35680	254.2	296.96	248.87	199.35	252.18	207.66	242.35	363.45	249.49	226.73	260.56	205.1
AT2G35630	137.05	131.54	150.09	211.19	151.34	199.34	127.26	159.57	160.5	190.29	138.52	148.99
AT2G35630	137.05	131.54	150.09	211.19	151.34	199.34	127.26	159.57	160.5	190.29	138.52	148.99
AT2G35670	3.6	4.24	3.83	3.7	4.4	4.81	4.02	3.39	4.17	3.68	4	3.56
AT2G18030	157.67	87.36	113.62	133.01	231.93	180.11	165.76	124.37	123.57	199.47	216.34	196.03
AT2G18030	157.67	87.36	113.62	133.01	231.93	180.11	165.76	124.37	123.57	199.47	216.34	196.03
AT2G18010	4.67	6.76	5.98	5.26	3.44	4.42	4.95	7.18	5.47	4.81	3.74	3.79
AT2G17990	42.3	85.86	116.03	112.24	93.17	56.07	59.77	51.14	83.93	118.18	74.1	63.71
AT2G17990	42.3	85.86	116.03	112.24	93.17	56.07	59.77	51.14	83.93	118.18	74.1	63.71
AT2G17990	42.3	85.86	116.03	112.24	93.17	56.07	59.77	51.14	83.93	118.18	74.1	63.71
AT2G17960	7.41	9.42	6.38	6.44	6.69	7.16	7.43	5.55	5.7	5.47	7	4.57
AT2G18100	7.07	5.96	7.36	7.45	9.57	8.59	6.8	8.06	7.24	7.26	6.35	8.36
AT2G18100	7.07	5.96	7.36	7.45	9.57	8.59	6.8	8.06	7.24	7.26	6.35	8.36
AT2G18100	7.07	5.96	7.36	7.45	9.57	8.59	6.8	8.06	7.24	7.26	6.35	8.36
AT2G18090	278.42	195.16	211.68	164.03	348.22	266	296.01	202.78	248.73	264.54	454.58	253.85
AT2G18090	278.42	195.16	211.68	164.03	348.22	266	296.01	202.78	248.73	264.54	454.58	253.85
AT2G18080	7.21	5.64	7.7	7.99	6.78	6.85	5.8	6.25	6.73	4.8	5.77	5.64
AT2G18070	3.25	3.46	3.77	3.65	3.38	3.5	3.05	4.34	4.07	3.29	3.31	3.74
AT2G18060	5.3	6.15	5.92	7.19	6.47	7.24	6.39	6.13	5.93	5.05	5.99	6.5
AT2G18060	5.3	6.15	5.92	7.19	6.47	7.24	6.39	6.13	5.93	5.05	5.99	6.5
AT2G18060	5.3	6.15	5.92	7.19	6.47	7.24	6.39	6.13	5.93	5.05	5.99	6.5
AT2G17930	176.56	240.31	264.34	195.21	202.08	126.57	272.86	242.12	291.82	322.28	150.02	235.82
AT2G17975	15.84	12.09	10.64	10.96	10.95	15.33	10.89	15.58	12.17	10.61	14.46	14.38
AT2G17975	15.84	12.09	10.64	10.96	10.95	15.33	10.89	15.58	12.17	10.61	14.46	14.38
AT2G18050	80.55	112.83	136.85	134.72	91.77	65.59	131.38	88.71	55.35	335.75	344.48	31.58
AT2G18050	80.55	112.83	136.85	134.72	91.77	65.59	131.38	88.71	55.35	335.75	344.48	31.58
AT2G18040	727.06	848.9	844.31	970.19	873.3	986.3	725.75	861.82	827.29	880.29	885.27	1131.89
AT2G17972	432.26	428.09	302.95	446.81	241.16	419.11	365.06	421.55	344.03	487.93	217.94	382.61
AT2G17940	4.76	5.15	4.34	4.66	4.73	4.01	4.47	4.75	4.73	5.2	7.24	4.99
AT2G17950	3.26	3.78	2.97	3.5	3.98	3.15	3.28	4.03	3	3.44	3.43	2.54
AT2G17980	114.19	191.78	163.59	122.37	190.67	139.37	154.51	190.58	194.41	184.27	250.24	155.9
AT2G35760	43.51	35.96	21.25	11.74	15.95	27	27.81	37.39	25.47	20.48	29.34	40.76
AT2G35650	50.51	57.69	148.04	56.89	116.38	55.5	47.74	100.57	125.62	88.85	136.35	75.65
AT2G35650	50.51	57.69	148.04	56.89	116.38	55.5	47.74	100.57	125.62	88.85	136.35	75.65
AT2G35650	50.51	57.69	148.04	56.89	116.38	55.5	47.74	100.57	125.62	88.85	136.35	75.65
AT2G35650	50.51	57.69	148.04	56.89	116.38	55.5	47.74	100.57	125.62	88.85	136.35	75.65
AT2G35635	411.11	508.02	490.95	516.33	670.73	526.16	419.96	452.83	534.53	596.95	534.13	514.02
AT2G35795	303.77	273.81	347.87	363.62	294.32	351.58	330.73	408.33	408.63	295.16	365.25	366.27
AT2G42400	39.48	34.37	35.9	32.46	50.85	28.99	34.07	26.87	34.93	34.84	68.03	31.68
AT2G14520	9.16	10.08	12.03	18.84	8.17	10.59	8.38	11.14	9.85	12.88	6.89	6.23
AT2G14520	9.16	10.08	12.03	18.84	8.17	10.59	8.38	11.14	9.85	12.88	6.89	6.23
AT2G14520	9.16	10.08	12.03	18.84	8.17	10.59	8.38	11.14	9.85	12.88	6.89	6.23
AT2G14520	9.16	10.08	12.03	18.84	8.17	10.59	8.38	11.14	9.85	12.88	6.89	6.23
AT2G14460	89.42	38.49	56.54	165.94	126.47	105.41	80.14	33.13	70.71	104.59	102.36	159.19
AT2G14395	3.14	2.78	3.26	3.14	2.98	3.13	3.07	3.43	3.41	3.52	4.11	2.94
AT2G14560	3.16	3.26	3.62	4.54	4.5	3.35	3.76	3.99	4.5	5.9	3.97	6.26
AT2G14560	3.16	3.26	3.62	4.54	4.5	3.35	3.76	3.99	4.5	5.9	3.97	6.26
AT2G14560	3.16	3.26	3.62	4.54	4.5	3.35	3.76	3.99	4.5	5.9	3.97	6.26
AT2G14560	3.16	3.26	3.62	4.54	4.5	3.35	3.76	3.99	4.5	5.9	3.97	6.26
AT2G14540	3.21	4.13	3.75	3.81	3.96	4.06	3.31	3.18	4.55	3.84	3.56	3.63
AT2G14530	67.9	49.03	52.33	61.46	94.54	66.92	130.07	73.93	63.81	66.34	96.35	83.01
AT2G35710	14.49	10.02	9.67	7.18	10.66	11.45	15.02	10.55	7.1	5.76	17.63	11.04
AT2G35710	14.49	10.02	9.67	7.18	10.66	11.45	15.02	10.55	7.1	5.76	17.63	11.04
AT2G35710	14.49	10.02	9.67	7.18	10.66	11.45	15.02	10.55	7.1	5.76	17.63	11.04
AT2G35700	5.12	4.45	5.17	5.64	5.52	5.38	4.87	7.57	5.19	5.8	5.54	6.9
AT2G35690	18.72	21.93	15.63	14.5	13.21	16.8	15.19	29.62	21.94	14.5	20.28	19.82
AT2G35620	84.56	156.8	215.98	180.24	140.15	103.59	64.44	137.51	211.69	216.27	106.31	122.83
AT2G35620	84.56	156.8	215.98	180.24	140.15	103.59	64.44	137.51	211.69	216.27	106.31	122.83
AT2G35620	84.56	156.8	215.98	180.24	140.15	103.59	64.44	137.51	211.69	216.27	106.31	122.83
AT2G35620	84.56	156.8	215.98	180.24	140.15	103.59	64.44	137.51	211.69	216.27	106.31	122.83
AT2G35610	103.22	115.75	133.44	115.81	130.29	110.1	117.94	98.63	106.87	112.86	114.68	116.61
AT2G35770	14.1	8.94	8.74	7.7	9	10.83	16.44	10.78	7.94	6.98	5.76	11.28
AT2G35740	3.32	3.44	3.45	3.7	4.72	3.74	3.9	3.38	4.23	3.76	4.46	3.66
AT2G35720	19.12	8.93	13.12	14.5	11.45	18.58	21.8	9.52	12.55	15.76	15.12	19.23
AT2G42350	11.57	12.28	24.6	11.23	10.61	10.93	12.71	12.88	16.78	8.03	5.9	13.9
AT2G42360	4.4	4.42	4.25	4.5	4.26	4.21	4.34	4.64	4.44	3.77	4.31	4.84
AT2G42370	5.56	4.98	5.88	6.98	6.68	4.88	4.66	5.03	5.53	5.23	6.66	5.12
AT2G42390	58.8	122.8	174.74	153.02	76.87	74.72	62.38	188.12	163.89	138.89	76.48	67.91
AT2G42430	8.49	11.71	13.52	7.82	8.98	6.63	8.01	11.53	11.54	9.02	7.01	5.43
AT2G01720	622.44	635.59	781.84	783.14	955.05	667.85	606.15	602.22	697.59	700.72	619.1	677.69
AT2G01810	4.44	4.22	4.74	4.87	4.34	4.61	4.37	4.58	4.31	4.49	3.93	4.27
AT2G01790	5.24	5.2	4.97	4.9	5.05	4.49	4.54	4.32	5.55	4.08	5.18	3.94
AT2G01780	3.65	3.52	3.54	3.79	3.65	3.31	3.88	3.36	3.29	2.98	3.02	2.76
AT2G01770	3.16	3.46	3.34	3.11	4.2	3.97	3.3	3.69	3.25	3.31	3.65	3.62
AT2G01750	11.41	9.37	10.6	9.8	8.37	10.87	10.38	8.92	10.49	11.99	11.3	14.63
AT2G01750	11.41	9.37	10.6	9.8	8.37	10.87	10.38	8.92	10.49	11.99	11.3	14.63
AT2G01740	7.41	6.76	9.59	5.75	7.63	8.71	9.78	5.54	6.56	10.87	6.92	9.75
AT2G01710	120.86	98.37	169.36	120.68	197.58	123.13	122.98	105.31	97.76	147.34	208.45	146.35
AT2G01710	120.86	98.37	169.36	120.68	197.58	123.13	122.98	105.31	97.76	147.34	208.45	146.35
AT2G01620	210.43	300.74	212.96	315.71	113.82	111.7	190.38	329.34	227.06	235.64	183.99	113.06
AT2G01650	78.49	88.33	105.7	94.45	100.43	91.42	90.76	78.81	79.06	73.68	104.71	78.22
AT2G01650	78.49	88.33	105.7	94.45	100.43	91.42	90.76	78.81	79.06	73.68	104.71	78.22
AT2G01650	78.49	88.33	105.7	94.45	100.43	91.42	90.76	78.81	79.06	73.68	104.71	78.22
AT2G01760	26.03	26.02	45.78	30.24	26.38	20.86	15.66	42.28	24.81	40.52	27.81	27.18
AT2G01760	26.03	26.02	45.78	30.24	26.38	20.86	15.66	42.28	24.81	40.52	27.81	27.18
AT2G01760	26.03	26.02	45.78	30.24	26.38	20.86	15.66	42.28	24.81	40.52	27.81	27.18
AT2G01660	5.38	6.01	4.37	4.71	5.56	5.66	7.62	4.48	5.11	5.77	5.1	7.15
AT2G01660	5.38	6.01	4.37	4.71	5.56	5.66	7.62	4.48	5.11	5.77	5.1	7.15
AT2G01660	5.38	6.01	4.37	4.71	5.56	5.66	7.62	4.48	5.11	5.77	5.1	7.15
AT2G01680	90.21	104.7	80.32	128.03	66.69	91.04	54.23	118.99	73.58	135.49	77.07	72.83
AT2G01670	812.01	686.59	861.63	847.89	757.77	834.17	848.89	802.48	601.71	1046.41	1131.97	807.07
AT2G01630	12.16	21.84	20.35	18.88	24.35	11.41	14.45	18.5	43.66	29.46	11.45	14.14
AT2G01630	12.16	21.84	20.35	18.88	24.35	11.41	14.45	18.5	43.66	29.46	11.45	14.14
AT2G01640	35.44	23.75	28.15	34.85	26.38	58.93	30.73	21.78	26.57	34.72	32.91	72.76
AT2G01640	35.44	23.75	28.15	34.85	26.38	58.93	30.73	21.78	26.57	34.72	32.91	72.76
AT2G01690	68.4	138.64	85.82	73.4	49.09	42.77	65.5	87.03	62.26	79.92	42.81	60.74
AT2G01690	68.4	138.64	85.82	73.4	49.09	42.77	65.5	87.03	62.26	79.92	42.81	60.74
AT2G42290	15.39	23.14	13.29	12.25	20.77	12.85	14.66	15.31	19.32	18.14	22.51	13.89
AT2G42380	6.98	15.56	9.79	8.08	5.24	4.85	7.14	13.88	11.74	12.62	4.11	6.35
AT2G42380	6.98	15.56	9.79	8.08	5.24	4.85	7.14	13.88	11.74	12.62	4.11	6.35
AT2G42380	6.98	15.56	9.79	8.08	5.24	4.85	7.14	13.88	11.74	12.62	4.11	6.35
AT2G42380	6.98	15.56	9.79	8.08	5.24	4.85	7.14	13.88	11.74	12.62	4.11	6.35
AT2G42380	6.98	15.56	9.79	8.08	5.24	4.85	7.14	13.88	11.74	12.62	4.11	6.35
AT2G42410	4.44	5.43	5.14	5.06	5.3	4.85	3.93	5.71	5.66	3.95	4.45	3.64
AT2G42410	4.44	5.43	5.14	5.06	5.3	4.85	3.93	5.71	5.66	3.95	4.45	3.64
AT2G42410	4.44	5.43	5.14	5.06	5.3	4.85	3.93	5.71	5.66	3.95	4.45	3.64
AT2G42450	6.75	10.07	7.46	11.59	8.35	6.82	5.98	8.23	12.01	14.05	7.08	6.45
AT2G42300	178.26	149.57	194.61	148.76	118.95	172.48	136.53	193.1	190.9	187.61	132.04	140.78
AT2G42300	178.26	149.57	194.61	148.76	118.95	172.48	136.53	193.1	190.9	187.61	132.04	140.78
AT2G42300	178.26	149.57	194.61	148.76	118.95	172.48	136.53	193.1	190.9	187.61	132.04	140.78
AT2G42300	178.26	149.57	194.61	148.76	118.95	172.48	136.53	193.1	190.9	187.61	132.04	140.78
AT2G42300	178.26	149.57	194.61	148.76	118.95	172.48	136.53	193.1	190.9	187.61	132.04	140.78
AT2G42475	5.55	6.06	5.47	6.19	7.47	6.07	5.1	5.56	7.02	5.79	7.24	5.25
AT2G42490	541.45	531.99	558.96	395.5	516.12	535.79	533.32	632.18	468.25	343.64	334.95	548.39
AT2G42310	633.84	741.05	1028.44	907.45	918.71	847.1	863.97	715.47	837.83	909.59	668.42	783.02
AT2G42320	194.47	291.06	339.47	187.4	167.8	143.33	116.96	387.36	377.25	236.75	146.35	228.45
AT2G42320	194.47	291.06	339.47	187.4	167.8	143.33	116.96	387.36	377.25	236.75	146.35	228.45
AT2G42330	8.15	9.25	8.71	8.11	8.79	8.25	8	10.87	10.09	9.49	11.7	9.07
AT2G42330	8.15	9.25	8.71	8.11	8.79	8.25	8	10.87	10.09	9.49	11.7	9.07
AT2G42330	8.15	9.25	8.71	8.11	8.79	8.25	8	10.87	10.09	9.49	11.7	9.07
AT2G25620	35.42	17.21	16.07	38.88	52.43	62.39	42.47	14.77	20.72	43.47	37.57	53.73
AT2G25620	35.42	17.21	16.07	38.88	52.43	62.39	42.47	14.77	20.72	43.47	37.57	53.73
AT2G25710	156.33	184.61	207.49	214.13	117.4	180.04	172.05	193.88	119.51	166.06	133.8	183.3
AT2G25710	156.33	184.61	207.49	214.13	117.4	180.04	172.05	193.88	119.51	166.06	133.8	183.3
AT2G25710	156.33	184.61	207.49	214.13	117.4	180.04	172.05	193.88	119.51	166.06	133.8	183.3
AT2G25710	156.33	184.61	207.49	214.13	117.4	180.04	172.05	193.88	119.51	166.06	133.8	183.3
AT2G25710	156.33	184.61	207.49	214.13	117.4	180.04	172.05	193.88	119.51	166.06	133.8	183.3
AT2G25710	156.33	184.61	207.49	214.13	117.4	180.04	172.05	193.88	119.51	166.06	133.8	183.3
AT2G25710	156.33	184.61	207.49	214.13	117.4	180.04	172.05	193.88	119.51	166.06	133.8	183.3
AT2G01735	16.17	12.37	14.71	10.74	15.98	14.81	17.59	16.74	10.53	11.31	14.69	16.82
AT2G01735	16.17	12.37	14.71	10.74	15.98	14.81	17.59	16.74	10.53	11.31	14.69	16.82
AT2G15130	4.12	4.38	3.98	4.49	5.72	4.19	4.2	4.35	4.59	4.42	5.02	4.53
AT2G15130	4.12	4.38	3.98	4.49	5.72	4.19	4.2	4.35	4.59	4.42	5.02	4.53
AT2G15010	4.91	7	5.5	4.31	4.5	4.36	5.67	4.94	5.59	4.8	5.37	3.61
AT2G15020	532.17	305.39	10.29	8.02	8.68	90.48	316.06	433.2	18.31	8.63	10.66	102.58
AT2G15042	5.17	5.13	5.1	5.16	4.34	4.21	4.56	5.26	5.28	4.3	4.99	4.25
AT2G15050	722.19	1005.44	1096.67	1272.75	381.39	500.42	529.97	1307.8	1234.66	1034.84	557.99	355.35
AT2G15050	722.19	1005.44	1096.67	1272.75	381.39	500.42	529.97	1307.8	1234.66	1034.84	557.99	355.35
AT2G15050	722.19	1005.44	1096.67	1272.75	381.39	500.42	529.97	1307.8	1234.66	1034.84	557.99	355.35
AT2G15000	235.92	100.67	71.47	142.17	113.28	181.28	227.65	85.49	84.19	128.42	130.98	179.7
AT2G15000	235.92	100.67	71.47	142.17	113.28	181.28	227.65	85.49	84.19	128.42	130.98	179.7
AT2G15000	235.92	100.67	71.47	142.17	113.28	181.28	227.65	85.49	84.19	128.42	130.98	179.7
AT2G15000	235.92	100.67	71.47	142.17	113.28	181.28	227.65	85.49	84.19	128.42	130.98	179.7
AT2G15000	235.92	100.67	71.47	142.17	113.28	181.28	227.65	85.49	84.19	128.42	130.98	179.7
AT2G15000	235.92	100.67	71.47	142.17	113.28	181.28	227.65	85.49	84.19	128.42	130.98	179.7
AT2G15000	235.92	100.67	71.47	142.17	113.28	181.28	227.65	85.49	84.19	128.42	130.98	179.7
AT2G25660	74.41	73.53	60.8	75.06	42.54	84.22	90.33	83.7	60.45	85.96	64.31	97.44
AT2G25660	74.41	73.53	60.8	75.06	42.54	84.22	90.33	83.7	60.45	85.96	64.31	97.44
AT2G25660	74.41	73.53	60.8	75.06	42.54	84.22	90.33	83.7	60.45	85.96	64.31	97.44
AT2G25660	74.41	73.53	60.8	75.06	42.54	84.22	90.33	83.7	60.45	85.96	64.31	97.44
AT2G25680	13.82	10.77	4.75	4.98	5.61	5.9	16.71	8.86	5.73	6.2	6.45	8.88
AT2G25690	9	9.5	6.39	7.97	7.93	7.86	10.33	10.7	6.12	8.34	15.09	9.39
AT2G25690	9	9.5	6.39	7.97	7.93	7.86	10.33	10.7	6.12	8.34	15.09	9.39
AT2G25690	9	9.5	6.39	7.97	7.93	7.86	10.33	10.7	6.12	8.34	15.09	9.39
AT2G25730	295.89	100.26	405.54	895.27	428.84	365.34	310.24	105.65	500.57	780.66	427.3	382.21
AT2G25730	295.89	100.26	405.54	895.27	428.84	365.34	310.24	105.65	500.57	780.66	427.3	382.21
AT2G25730	295.89	100.26	405.54	895.27	428.84	365.34	310.24	105.65	500.57	780.66	427.3	382.21
AT2G25730	295.89	100.26	405.54	895.27	428.84	365.34	310.24	105.65	500.57	780.66	427.3	382.21
AT2G25580	7.98	7.47	9.15	9.39	7.52	7.06	8.3	7.7	8.07	10.01	8.67	8.97
AT2G25580	7.98	7.47	9.15	9.39	7.52	7.06	8.3	7.7	8.07	10.01	8.67	8.97
AT2G25590	45.67	47.77	78.87	49.6	43.83	29.19	38.35	42.05	43.51	47.25	21.18	43.23
AT2G25600	3.98	3.51	3.21	3.43	3.44	3.67	3.52	3.85	4.49	3.39	3.11	2.93
AT2G25630	4.59	4.98	4.8	5.35	6.37	4.25	4.47	3.76	4.11	3.96	4.22	3.83
AT2G25640	9.24	7.23	7.51	9.06	11.27	11.43	11.74	7.84	7.27	8.78	10.08	16.15
AT2G25640	9.24	7.23	7.51	9.06	11.27	11.43	11.74	7.84	7.27	8.78	10.08	16.15
AT2G25650	13.71	17.23	17.65	14.44	15.58	13.09	12.95	19.87	17.75	18.4	11.12	11.2
AT4G00270	28.35	36.58	41.55	38.23	41.04	33.42	42.81	31.34	37.09	50.41	46.92	38.5
AT2G25720	23.45	28.74	27.62	29.55	31.49	39.48	23.48	27.51	18.52	25.77	19.7	29.04
AT2G25610	438.2	403.4	410.71	494.76	482.03	507.55	344.06	451.63	453.57	527.99	435.81	402.92
AT2G25610	438.2	403.4	410.71	494.76	482.03	507.55	344.06	451.63	453.57	527.99	435.81	402.92
AT2G25670	273.2	244.02	156.87	247.49	313.27	329.34	260.32	179.5	208.94	184.09	182.73	249.72
AT2G25670	273.2	244.02	156.87	247.49	313.27	329.34	260.32	179.5	208.94	184.09	182.73	249.72
AT2G25570	22.32	34.23	22.05	33.29	33.91	23.05	27.94	45.03	37.38	41.22	27.11	32.85
AT2G25570	22.32	34.23	22.05	33.29	33.91	23.05	27.94	45.03	37.38	41.22	27.11	32.85
AT2G25570	22.32	34.23	22.05	33.29	33.91	23.05	27.94	45.03	37.38	41.22	27.11	32.85
AT2G25625	14.66	20.49	6.65	13.35	12.49	6.16	6.1	37.29	12.57	7.66	6.88	12.03
AT2G25625	14.66	20.49	6.65	13.35	12.49	6.16	6.1	37.29	12.57	7.66	6.88	12.03
AT2G15080	13.04	9.89	12.77	6.26	10.89	12.31	13.2	12.29	12.63	7.41	11.09	24.02
AT2G15080	13.04	9.89	12.77	6.26	10.89	12.31	13.2	12.29	12.63	7.41	11.09	24.02
AT2G15090	85.65	437.69	1636.61	828.65	292.11	99.95	60.46	444.9	1376.92	1146.91	591.31	214.61
AT2G15220	191.36	126.65	141.46	43.88	45.02	127.01	137.1	95.37	88.47	22.1	15.05	68.73
AT2G18490	4.36	5.77	5.09	5.05	5.33	5.16	4.6	4.71	4.62	4.86	5.14	4.41
AT2G18490	4.36	5.77	5.09	5.05	5.33	5.16	4.6	4.71	4.62	4.86	5.14	4.41
AT2G18480	3.61	3.03	4.83	3.94	4.31	3.82	3.52	4.17	5.04	4.86	5.57	5.02
AT2G18470	4.69	5.33	5.04	4.85	4.49	4.18	4.36	4.82	5.41	5.05	5.48	4.23
AT2G18470	4.69	5.33	5.04	4.85	4.49	4.18	4.36	4.82	5.41	5.05	5.48	4.23
AT2G18470	4.69	5.33	5.04	4.85	4.49	4.18	4.36	4.82	5.41	5.05	5.48	4.23
AT2G18470	4.69	5.33	5.04	4.85	4.49	4.18	4.36	4.82	5.41	5.05	5.48	4.23
AT2G18620	2.8	2.59	2.61	2.84	3.85	2.63	3.22	2.68	3.26	2.77	3.08	2.66
AT2G18600	11.51	10.15	17.14	11.07	10.97	10.83	9.25	16.39	11.96	12.72	17.48	14.8
AT2G18600	11.51	10.15	17.14	11.07	10.97	10.83	9.25	16.39	11.96	12.72	17.48	14.8
AT2G18590	4.88	4.08	4.82	4.73	5.99	4.85	4.4	3.96	4.4	5.5	4.88	4.1
AT2G18510	149.26	124.37	104.76	161.68	130.13	158.64	159.88	125.65	171.83	151.87	151.31	146.42
AT2G18520	9.34	7.18	6.99	12.25	18.83	15	12.19	6.37	7.17	14.31	8.03	14.73
AT2G19510	6.01	6.15	5.65	6.92	7.29	6.5	6.02	6.06	5.78	5.9	6.12	5.17
AT2G19550	3.57	4.65	5.24	4.8	4.23	5	5.33	4.71	4.25	5.17	4.69	4.07
AT2G19560	46.04	33.55	52.41	38.15	46.96	59.01	72.17	39.31	44.35	52.36	79.72	78.87
AT2G19560	46.04	33.55	52.41	38.15	46.96	59.01	72.17	39.31	44.35	52.36	79.72	78.87
